config_id,feature_set,scaler,space_type,pca_n_components,algorithm,n_clusters_requested,n_clusters_actual,silhouette_score,davies_bouldin_score,calinski_harabasz_score,cluster_size_min,cluster_size_max,cluster_size_ratio_max,n_singleton_clusters,n_small_clusters,n_rows,n_features_input,n_features_used,n_missing_imputed,explained_variance_ratio_sum,avg_assignment_confidence,min_assignment_confidence,entropy_of_assignment,ranking_score,notes
cfg_0141,base,robust,pca,5.0,gmm,2,2,0.6860219003516297,1.353063833055869,150.46194930617557,26,392,0.937799043062201,0,0,418,22,5,0,0.7665014459890227,0.9901724471070952,0.5289608467699689,0.02658552662737086,0.13531522474762325,
cfg_0142,base,robust,pca,5.0,gmm,3,3,0.40633537499939315,1.4530522697347186,90.7207537974064,41,330,0.7894736842105263,0,0,418,22,5,0,0.7665014459890227,0.9481527378723323,0.39030449411697343,0.1429951537397912,-0.11669519213014273,
cfg_0143,base,robust,pca,5.0,gmm,4,4,0.16620630875544126,1.4922439135405487,137.8892747739733,16,205,0.4904306220095694,0,1,418,22,5,0,0.7665014459890227,0.9562917932591011,0.5103676032967678,0.1278321753904535,-0.26172464334910356,
cfg_0144,base,robust,pca,5.0,gmm,5,5,0.1655508391288967,1.4022253912650844,112.44454752370888,2,181,0.43301435406698563,0,2,418,22,5,0,0.7665014459890227,0.9268328402350066,0.5010463291359105,0.197603294582448,-0.28037125752560765,
cfg_0145,base,robust,pca,5.0,gmm,6,6,0.1329809568874536,1.5563990814570678,155.62034604906964,2,181,0.43301435406698563,0,3,418,22,5,0,0.7665014459890227,0.9361555069857,0.41095723807934736,0.171028753800283,-0.3402523775673827,
cfg_0146,base,robust,pca,5.0,gmm,7,7,0.11206336894136716,1.4968895373503484,92.27121727655232,2,157,0.37559808612440193,0,2,418,22,5,0,0.7665014459890227,0.9023427448777509,0.37347937239702983,0.2633178812865001,-0.2948750427069687,
cfg_0147,base,robust,pca,5.0,gmm,8,8,0.16118663461642163,1.3564183162069159,155.51271179459667,2,150,0.3588516746411483,0,4,418,22,5,0,0.7665014459890227,0.8955174676219929,0.39908574977959127,0.2724412249544793,-0.24772792774122726,
cfg_0148,base,robust,pca,5.0,agglomerative,2,2,0.8322905208708834,0.38088216023656507,318.55848393798703,7,411,0.9832535885167464,0,1,418,22,5,0,0.7665014459890227,,,,0.3339548873373229,
cfg_0149,base,robust,pca,5.0,agglomerative,3,3,0.5031657960040304,0.9222671875974235,245.7033885615271,7,380,0.9090909090909091,0,1,418,22,5,0,0.7665014459890227,,,,-0.022032434908883694,
cfg_0150,base,robust,pca,5.0,agglomerative,4,4,0.46656420979505997,0.7217103716096618,206.33463124372398,1,380,0.9090909090909091,1,2,418,22,5,0,0.7665014459890227,,,,-0.1778990127470717,
cfg_0151,base,robust,pca,5.0,agglomerative,5,5,0.47835760938115035,0.7684167434917445,188.9914925077723,1,373,0.8923444976076556,1,3,418,22,5,0,0.7665014459890227,,,,-0.18864082142117855,
cfg_0152,base,robust,pca,5.0,agglomerative,6,6,0.15623312370521072,1.17848672222239,178.4684148359014,1,225,0.5382775119617225,1,3,418,22,5,0,0.7665014459890227,,,,-0.35548909665522854,
cfg_0153,base,robust,pca,5.0,agglomerative,7,7,0.16319193305763038,1.1410842219144386,174.1453782916668,1,148,0.35406698564593303,1,3,418,22,5,0,0.7665014459890227,,,,-0.22512458630176085,
cfg_0154,base,robust,pca,5.0,agglomerative,8,8,0.15344757485141913,1.1167442047382894,166.41496092224205,1,140,0.3349282296650718,1,3,418,22,5,0,0.7665014459890227,,,,-0.20479793293593385,
cfg_0155,base,robust,pca,6.0,gmm,2,2,0.8005376411270594,0.5075853256551573,290.5160192615762,9,409,0.9784688995215312,0,1,418,22,6,0,0.806034759814371,0.9999554474975014,0.9887599374789907,0.0002855719091415196,0.27188548176648486,
cfg_0156,base,robust,pca,6.0,gmm,3,3,0.3268154861518984,1.6318048410566526,194.2850231385445,9,324,0.7751196172248804,0,1,418,22,6,0,0.806034759814371,0.968306157035622,0.5013429670116127,0.08940536994860786,-0.25650987453373747,
cfg_0157,base,robust,pca,6.0,gmm,4,4,0.17112045123769307,1.4369049686717945,181.99623552207746,9,207,0.49521531100478466,0,1,418,22,6,0,0.806034759814371,0.9558809522357252,0.507136391250466,0.11840347240280637,-0.2274045820087759,
cfg_0158,base,robust,pca,6.0,gmm,5,5,0.12455295376487144,1.6423101202862345,155.60519912759864,3,215,0.5143540669856459,0,2,418,22,6,0,0.806034759814371,0.9446053174275236,0.5129473924935475,0.1543247759308378,-0.37108508582041166,
cfg_0159,base,robust,pca,6.0,gmm,6,6,0.14095808655489786,1.5341186192214875,142.23244420327546,2,149,0.35645933014354064,0,2,418,22,6,0,0.806034759814371,0.9288323308724521,0.4623368973934147,0.18982459179583522,-0.2483156008868575,
cfg_0160,base,robust,pca,6.0,gmm,7,7,0.1434479236666403,1.442747756382173,133.21119337270767,1,164,0.3923444976076555,1,3,418,22,6,0,0.806034759814371,0.9329940543158303,0.4506279958791821,0.1781107706650566,-0.3276839523072802,
cfg_0161,base,robust,pca,6.0,gmm,8,8,0.1522339310462545,1.268649430982033,139.3016900238288,2,139,0.33253588516746413,0,4,418,22,6,0,0.806034759814371,0.9307943636563932,0.3781152229044457,0.19174079940161537,-0.24045349891238946,
cfg_0162,base,robust,pca,6.0,agglomerative,2,2,0.814973983566542,0.43622290684248227,304.7080115062642,8,410,0.9808612440191388,0,1,418,22,6,0,0.806034759814371,,,,0.30266739839447465,
cfg_0163,base,robust,pca,6.0,agglomerative,3,3,0.5287735894494402,1.0054883378360708,230.0549621979184,8,384,0.9186602870813397,0,1,418,22,6,0,0.806034759814371,,,,-0.021170320273335166,
cfg_0164,base,robust,pca,6.0,agglomerative,4,4,0.49187363275959634,0.7864099128091597,193.33945611979567,1,384,0.9186602870813397,1,2,418,22,6,0,0.806034759814371,,,,-0.17334870193980728,
cfg_0165,base,robust,pca,6.0,agglomerative,5,5,0.1616564893804688,1.2723359009185724,174.2428216769305,1,214,0.5119617224880383,1,2,418,22,6,0,0.806034759814371,,,,-0.33204060807134667,
cfg_0166,base,robust,pca,6.0,agglomerative,6,6,0.16583944201972078,1.2597963375998398,161.96093033935136,1,170,0.40669856459330145,1,2,418,22,6,0,0.806034759814371,,,,-0.25026558443942504,
cfg_0167,base,robust,pca,6.0,agglomerative,7,7,0.14239682967169706,1.2612883697140538,151.25972351175827,1,117,0.2799043062200957,1,2,418,22,6,0,0.806034759814371,,,,-0.1949683917338962,
cfg_0168,base,robust,pca,6.0,agglomerative,8,8,0.1397220938175389,1.217789856470411,143.34849811582086,1,117,0.2799043062200957,1,3,418,22,6,0,0.806034759814371,,,,-0.21748296320281438,
cfg_0169,base,quantile,original,,gmm,2,2,0.12146758878024246,2.467749841583836,62.40923701115976,202,216,0.5167464114832536,0,0,418,22,22,0,,0.9838747389027159,0.5012505109203699,0.045137438424136755,-0.41926388813560467,
cfg_0170,base,quantile,original,,gmm,3,3,0.10103308075333148,2.4817472735008614,46.08134050507319,56,207,0.49521531100478466,0,0,418,22,22,0,,0.9870223651589652,0.523408190809013,0.039527989581959404,-0.4398185585054065,
cfg_0171,base,quantile,original,,gmm,4,4,0.08630530843177849,2.5122836789914254,41.5763616634339,67,138,0.33014354066985646,0,0,418,22,22,0,,0.9893134741225905,0.5028621323977247,0.03245712489905258,-0.3786548428658866,
cfg_0172,base,quantile,original,,gmm,5,5,0.09275941211710761,2.2663121371147485,41.54813016243413,41,127,0.3038277511961722,0,0,418,22,22,0,,0.9959058258237158,0.8756210338401299,0.018390177399965013,-0.32548420379485443,
cfg_0173,base,quantile,original,,gmm,6,6,0.09080597787837,2.4033274493261962,38.18136713375434,25,124,0.2966507177033493,0,0,418,22,22,0,,0.9945036658070756,0.7374495802950679,0.020650477157017143,-0.3444018207622326,
cfg_0174,base,quantile,original,,gmm,7,7,0.08330119586220917,2.4123695121049136,34.997684468023586,30,83,0.19856459330143542,0,0,418,22,22,0,,0.9932479719771687,0.5394949249990746,0.02045790377068279,-0.30584775355625626,
cfg_0175,base,quantile,original,,gmm,8,8,0.0659795664720696,2.6439509839042676,29.71833869223476,9,80,0.19138755980861244,0,1,418,22,22,0,,0.9960571089627048,0.5943576561372707,0.01293012303385618,-0.3915927871276434,
cfg_0176,base,quantile,original,,agglomerative,2,2,0.1157304322138046,2.4547971696092628,60.249473539654225,176,242,0.5789473684210527,0,0,418,22,22,0,,,,,-0.4555207125229307,
cfg_0177,base,quantile,original,,agglomerative,3,3,0.09863721885220231,2.564173273406192,48.3442570465928,117,176,0.42105263157894735,0,0,418,22,22,0,,,,,-0.41514002926257493,
cfg_0178,base,quantile,original,,agglomerative,4,4,0.09452203923406252,2.332035414969153,42.13391333942448,48,176,0.42105263157894735,0,0,418,22,22,0,,,,,-0.39098299543822734,
cfg_0179,base,quantile,original,,agglomerative,5,5,0.08740455584256221,2.199807330941722,39.612852317753344,35,141,0.3373205741626794,0,0,418,22,22,0,,,,,-0.33957160758731253,
cfg_0180,base,quantile,original,,agglomerative,6,6,0.06423574325427617,2.4800144701063855,35.252650202812696,35,117,0.2799043062200957,0,0,418,22,22,0,,,,,-0.3746761867791714,
cfg_0181,base,quantile,original,,agglomerative,7,7,0.06212893598370133,2.547492735701209,32.519326534989915,35,86,0.20574162679425836,0,0,418,22,22,0,,,,,-0.3504146284374598,
cfg_0182,base,quantile,original,,agglomerative,8,8,0.06776647061850458,2.5204948250511765,30.493406026480326,23,86,0.20574162679425836,0,0,418,22,22,0,,,,,-0.3422055918991171,
cfg_0183,base,quantile,pca,2.0,gmm,2,2,0.38092603176549694,1.0836172837608786,238.12818936398332,185,233,0.5574162679425837,0,0,418,22,2,0,0.3665043165345859,0.9372081252123691,0.5048824001834581,0.1640552686088233,0.10537752553423013,
cfg_0184,base,quantile,pca,2.0,gmm,3,3,0.37257478156752954,1.1568307633427966,177.02821542955846,57,198,0.47368421052631576,0,0,418,22,2,0,0.3665043165345859,0.8488414123261347,0.4059954322863676,0.36292026690859697,0.09531351733945118,
cfg_0185,base,quantile,pca,2.0,gmm,4,4,0.4243618480504958,0.829960652725207,278.94919027896304,44,183,0.43779904306220097,0,0,418,22,2,0,0.3665043165345859,0.8756331323578727,0.3661868303635142,0.335822056908893,0.26568358428324357,
cfg_0186,base,quantile,pca,2.0,gmm,5,5,0.354728395240993,1.0749356723027619,217.94848387102348,50,175,0.41866028708133973,0,0,418,22,2,0,0.3665043165345859,0.8051977548159897,0.3978000131815643,0.5007914213449568,0.13865050586137312,
cfg_0187,base,quantile,pca,2.0,gmm,6,6,0.25681484391997134,1.31088122068903,191.69420275877957,48,115,0.2751196172248804,0,0,418,22,2,0,0.3665043165345859,0.7090028901539162,0.3295145218231044,0.7058035721117057,0.0658701873640058,
cfg_0188,base,quantile,pca,2.0,gmm,7,7,0.3237781748093009,1.0185215167444344,242.12250101041488,11,134,0.32057416267942584,0,1,418,22,2,0,0.3665043165345859,0.7743559329028558,0.3201346662712991,0.620146306844116,0.1348744904884118,
cfg_0189,base,quantile,pca,2.0,gmm,8,8,0.23602553693229789,1.5056310497399332,206.25912069844628,1,82,0.19617224880382775,1,1,418,22,2,0,0.3665043165345859,0.6967883184441933,0.2823201846773748,0.7112344323619793,-0.009021986177298269,
cfg_0190,base,quantile,pca,2.0,agglomerative,2,2,0.34487201295245795,1.1783478056533503,206.39277030701248,199,219,0.5239234449760766,0,0,418,22,2,0,0.3665043165345859,,,,0.05569524635713119,
cfg_0191,base,quantile,pca,2.0,agglomerative,3,3,0.3859566471671503,0.8885660742391833,239.16567057454486,60,199,0.47607655502392343,0,0,418,22,2,0,0.3665043165345859,,,,0.17827201161967515,
cfg_0192,base,quantile,pca,2.0,agglomerative,4,4,0.40119205412977255,0.7667633829632896,259.56286031869143,23,176,0.42105263157894735,0,0,418,22,2,0,0.3665043165345859,,,,0.24885690051874404,
cfg_0193,base,quantile,pca,2.0,agglomerative,5,5,0.3758025778830482,0.8392752349171964,266.5144936360952,23,176,0.42105263157894735,0,0,418,22,2,0,0.3665043165345859,,,,0.21739101201160616,
cfg_0194,base,quantile,pca,2.0,agglomerative,6,6,0.3229718392963017,0.9588741179511441,259.7455740520376,23,115,0.2751196172248804,0,0,418,22,2,0,0.3665043165345859,,,,0.2174812586893198,
cfg_0195,base,quantile,pca,2.0,agglomerative,7,7,0.32605190774745546,0.9256640487434352,251.05129306608094,15,115,0.2751196172248804,0,1,418,22,2,0,0.3665043165345859,,,,0.17745815752736194,
cfg_0196,base,quantile,pca,2.0,agglomerative,8,8,0.31897034300926597,0.9613634510177316,252.19878375763415,15,115,0.2751196172248804,0,1,418,22,2,0,0.3665043165345859,,,,0.17149165870429728,
cfg_0197,base,quantile,pca,3.0,gmm,2,2,0.2785168239231074,1.4236488358393795,158.21266996236756,182,236,0.5645933014354066,0,0,418,22,3,0,0.4918619289655027,0.9423275638051067,0.5060865445774658,0.15138336795837198,-0.0909611434098773,
cfg_0198,base,quantile,pca,3.0,gmm,3,3,0.2511002699168477,1.686643352820586,115.60912601063106,64,189,0.45215311004784686,0,0,418,22,3,0,0.4918619289655027,0.8674701162453645,0.3585012433042527,0.3428067135139285,-0.12147364505653324,
cfg_0199,base,quantile,pca,3.0,gmm,4,4,0.25686493817048983,1.3505330561705156,133.89609225049082,71,154,0.3684210526315789,0,0,418,22,3,0,0.4918619289655027,0.8566272017302818,0.3827171270601471,0.36923086002081396,-0.017913220719473766,
cfg_0200,base,quantile,pca,3.0,gmm,5,5,0.27363752812575454,1.1178411723441115,141.59544765737357,40,128,0.3062200956937799,0,0,418,22,3,0,0.4918619289655027,0.840089189053444,0.34944235244492156,0.4148929905264099,0.06595356636200198,
cfg_0201,base,quantile,pca,3.0,gmm,6,6,0.22854982585775846,2.8316590883608352,94.90762102006731,24,124,0.2966507177033493,0,0,418,22,3,0,0.4918619289655027,0.8199929064159148,0.3344456755989347,0.4730974893440512,-0.23394229065236893,
cfg_0202,base,quantile,pca,3.0,gmm,7,7,0.21356668253696065,1.3547464124973623,102.37778341821648,23,120,0.28708133971291866,0,0,418,22,3,0,0.4918619289655027,0.8185220541673701,0.3514507468658609,0.46223331347590396,-0.03844170950133313,
cfg_0203,base,quantile,pca,3.0,gmm,8,8,0.20849371978598452,2.6881539308652025,93.31577503181914,20,126,0.3014354066985646,0,1,418,22,3,0,0.4918619289655027,0.8071809538696305,0.31115700708718896,0.5183209143106284,-0.2751778511271977,
cfg_0204,base,quantile,pca,3.0,agglomerative,2,2,0.26325202095291195,1.4591466062361709,145.3769319604944,171,247,0.5909090909090909,0,0,418,22,3,0,0.4918619289655027,,,,-0.13128469673192633,
cfg_0205,base,quantile,pca,3.0,agglomerative,3,3,0.24314495969754632,1.4400354968763462,130.8092987720343,105,171,0.4090909090909091,0,0,418,22,3,0,0.4918619289655027,,,,-0.0658816110510729,
cfg_0206,base,quantile,pca,3.0,agglomerative,4,4,0.25741780215839183,1.1489107774981582,128.5170687694509,26,171,0.4090909090909091,0,0,418,22,3,0,0.4918619289655027,,,,-0.013131369416848504,
cfg_0207,base,quantile,pca,3.0,agglomerative,5,5,0.2576857969421457,1.1116356718646103,137.64539997059615,26,142,0.3397129186602871,0,0,418,22,3,0,0.4918619289655027,,,,0.03193118830986741,
cfg_0208,base,quantile,pca,3.0,agglomerative,6,6,0.23504171522358897,1.142014563149963,133.92440768595674,26,115,0.2751196172248804,0,0,418,22,3,0,0.4918619289655027,,,,0.03539180188126603,
cfg_0209,base,quantile,pca,3.0,agglomerative,7,7,0.238519973734178,1.1318921108808035,128.16425003232794,17,115,0.2751196172248804,0,1,418,22,3,0,0.4918619289655027,,,,-0.00577165034421296,
cfg_0210,base,quantile,pca,3.0,agglomerative,8,8,0.23354823125863125,1.0818592665896247,125.25994912450577,17,115,0.2751196172248804,0,1,418,22,3,0,0.4918619289655027,,,,-0.00015339730061141726,
cfg_0211,base,quantile,pca,4.0,gmm,2,2,0.24618158716932853,1.5606255976668395,137.3916200777223,187,231,0.5526315789473685,0,0,418,22,4,0,0.5505882119864076,0.9405134570464939,0.5029826074804647,0.15475599170423462,-0.1474572281820373,
cfg_0212,base,quantile,pca,4.0,gmm,3,3,0.20520905671040301,1.8360865540551685,99.66135043065898,71,195,0.4665071770334928,0,0,418,22,4,0,0.5505882119864076,0.8943953386547063,0.42395622536693456,0.2673176719135726,-0.2037064802754123,
cfg_0213,base,quantile,pca,4.0,gmm,4,4,0.21573029048417275,1.5884075849025265,104.69424501281462,65,155,0.3708133971291866,0,0,418,22,4,0,0.5505882119864076,0.8799963210213505,0.4142987433236384,0.3113806644067666,-0.10876465911574076,
cfg_0214,base,quantile,pca,4.0,gmm,5,5,0.22660849683027243,1.3186258708331127,105.31248665156117,31,136,0.3253588516746411,0,0,418,22,4,0,0.5505882119864076,0.8761838683465606,0.33175656695427186,0.31926960653238273,-0.03799519014952413,
cfg_0215,base,quantile,pca,4.0,gmm,6,6,0.19178242515823807,1.4900842821177556,100.20578296346915,44,119,0.284688995215311,0,0,418,22,4,0,0.5505882119864076,0.8535884240136482,0.41583365160525093,0.38962255870492896,-0.07869679266758228,
cfg_0216,base,quantile,pca,4.0,gmm,7,7,0.15046030966548793,2.1289475113793666,69.53798605887026,29,108,0.2583732057416268,0,0,418,22,4,0,0.5505882119864076,0.838636564580061,0.3482331943899459,0.4255872272969951,-0.21092083331357478,
cfg_0217,base,quantile,pca,4.0,gmm,8,8,0.13069553615604235,1.7714945783659906,66.98316389123036,14,106,0.2535885167464115,0,2,418,22,4,0,0.5505882119864076,0.8296941183489875,0.34203419368071153,0.41908036775980156,-0.25590666157777525,
cfg_0218,base,quantile,pca,4.0,agglomerative,2,2,0.22129585471776186,1.6894380446660175,121.79749216261835,192,226,0.5406698564593302,0,0,418,22,4,0,0.5505882119864076,,,,-0.19251627714875455,
cfg_0219,base,quantile,pca,4.0,agglomerative,3,3,0.21464311815648252,1.4261854558217175,109.91810630346794,63,192,0.45933014354066987,0,0,418,22,4,0,0.5505882119864076,,,,-0.1290960629898065,
cfg_0220,base,quantile,pca,4.0,agglomerative,4,4,0.2065529030653821,1.4033454401113894,109.96036508820372,63,163,0.38995215311004783,0,0,418,22,4,0,0.5505882119864076,,,,-0.09935648073345582,
cfg_0221,base,quantile,pca,4.0,agglomerative,5,5,0.22545691096939588,1.1885615488855816,111.73331486542095,27,163,0.38995215311004783,0,0,418,22,4,0,0.5505882119864076,,,,-0.050160751953239824,
cfg_0222,base,quantile,pca,4.0,agglomerative,6,6,0.19715140441269396,1.4003761499340655,106.82845684424741,27,103,0.24641148325358853,0,0,418,22,4,0,0.5505882119864076,,,,-0.03830389510534887,
cfg_0223,base,quantile,pca,4.0,agglomerative,7,7,0.19307613211990815,1.398012659276096,100.68363861660166,25,103,0.24641148325358853,0,0,418,22,4,0,0.5505882119864076,,,,-0.04543424357451714,
cfg_0224,base,quantile,pca,4.0,agglomerative,8,8,0.18855908689628073,1.3902604566889138,96.07601049404315,25,103,0.24641148325358853,0,0,418,22,4,0,0.5505882119864076,,,,-0.051425864150537015,
cfg_0225,base,quantile,pca,5.0,gmm,2,2,0.21931084454381067,1.684217652652076,120.38639332115157,184,234,0.5598086124401914,0,0,418,22,5,0,0.6027646579514098,0.9451881666673307,0.5071761924083994,0.14470219627538314,-0.2041337548640498,
cfg_0226,base,quantile,pca,5.0,gmm,3,3,0.16983157460980963,2.0502359537516535,86.960930074046,82,194,0.46411483253588515,0,0,418,22,5,0,0.6027646579514098,0.903145542037295,0.4270693097099063,0.24386683079526128,-0.27409951700811575,
cfg_0227,base,quantile,pca,5.0,gmm,4,4,0.14039694396383168,2.0607830383329713,67.36051248360414,48,162,0.3875598086124402,0,0,418,22,5,0,0.6027646579514098,0.881335019359533,0.3667681289613415,0.2969543289333034,-0.27747022855153447,
cfg_0228,base,quantile,pca,5.0,gmm,5,5,0.16487983481305224,1.6035129313793206,85.71400007199661,51,121,0.2894736842105263,0,0,418,22,5,0,0.6027646579514098,0.8816312600703711,0.4456873110667871,0.3134873028314223,-0.13144013972987922,
cfg_0229,base,quantile,pca,5.0,gmm,6,6,0.13391945006055306,1.8685077267502983,71.26217791521348,48,99,0.23684210526315788,0,0,418,22,5,0,0.6027646579514098,0.8541164738091096,0.3561156716720478,0.3752487326634468,-0.18019937115099127,
cfg_0230,base,quantile,pca,5.0,gmm,7,7,0.12231162733755635,2.1098600287243108,62.942907073163745,21,76,0.18181818181818182,0,0,418,22,5,0,0.6027646579514098,0.8353303784431223,0.3648766365734066,0.42081400678554415,-0.20181181930146203,
cfg_0231,base,quantile,pca,5.0,gmm,8,8,0.056530233039224574,2.427011959036108,44.06354156684183,12,99,0.23684210526315788,0,1,418,22,5,0,0.6027646579514098,0.8426536826211001,0.3414570119544009,0.393130194232549,-0.38627278942439186,
cfg_0232,base,quantile,pca,5.0,agglomerative,2,2,0.21111089660116858,1.7245950589246126,113.63040467459916,178,240,0.5741626794258373,0,0,418,22,5,0,0.6027646579514098,,,,-0.22873572683103466,
cfg_0233,base,quantile,pca,5.0,agglomerative,3,3,0.21519328842814361,1.567690865178234,101.56956776731444,41,199,0.47607655502392343,0,0,418,22,5,0,0.6027646579514098,,,,-0.1608230609141224,
cfg_0234,base,quantile,pca,5.0,agglomerative,4,4,0.20348738291030863,1.359315623124263,98.95303822722352,41,199,0.47607655502392343,0,0,418,22,5,0,0.6027646579514098,,,,-0.14552481007760756,
cfg_0235,base,quantile,pca,5.0,agglomerative,5,5,0.19830050959089215,1.461435220649232,99.87002810844942,41,110,0.2631578947368421,0,0,418,22,5,0,0.6027646579514098,,,,-0.05768723023137251,
cfg_0236,base,quantile,pca,5.0,agglomerative,6,6,0.17273967541132182,1.5025362916321194,88.79191722112358,35,110,0.2631578947368421,0,0,418,22,5,0,0.6027646579514098,,,,-0.09494761635753934,
cfg_0237,base,quantile,pca,5.0,agglomerative,7,7,0.16062110328528825,1.5211553609853354,81.76550260348336,31,110,0.2631578947368421,0,0,418,22,5,0,0.6027646579514098,,,,-0.11346989837674559,
cfg_0238,base,quantile,pca,5.0,agglomerative,8,8,0.14983382104804002,1.5748552324253884,76.73601174264994,31,98,0.23444976076555024,0,0,418,22,5,0,0.6027646579514098,,,,-0.11999754760709694,
cfg_0239,base,quantile,pca,6.0,gmm,2,2,0.2009149195379891,1.8023233508767422,107.40858890340158,189,229,0.5478468899521531,0,0,418,22,6,0,0.6499497378374233,0.9455340576660883,0.5114710094519691,0.1395297396124908,-0.23980342620841835,
cfg_0240,base,quantile,pca,6.0,gmm,3,3,0.14273005153979906,2.263580083254068,75.08298436263135,87,198,0.47368421052631576,0,0,418,22,6,0,0.6499497378374233,0.9170714041449718,0.4103650117617465,0.2128670932005738,-0.3416354418711848,
cfg_0241,base,quantile,pca,6.0,gmm,4,4,0.1486833227210479,1.9251586327943655,75.15485814741604,58,142,0.3397129186602871,0,0,418,22,6,0,0.6499497378374233,0.9009579645244921,0.4345495872921514,0.2621722242528609,-0.2224638052330965,
