config_id,feature_set,scaler,space_type,pca_n_components,algorithm,n_clusters_requested,n_clusters_actual,silhouette_score,davies_bouldin_score,calinski_harabasz_score,cluster_size_min,cluster_size_max,cluster_size_ratio_max,n_singleton_clusters,n_small_clusters,n_rows,n_features_input,n_features_used,n_missing_imputed,explained_variance_ratio_sum,avg_assignment_confidence,min_assignment_confidence,entropy_of_assignment,ranking_score,notes
cfg_0018,base,identity,pca,2.0,gmm,5,5,0.40814921510355523,0.8786508359954512,178.08114649032754,1,281,0.6722488038277512,2,3,418,22,2,0,0.9987315200793556,0.9292225625411027,0.5149771490608653,0.1923357057031376,-0.22984509236297807,
cfg_0019,base,identity,pca,2.0,gmm,6,6,0.16450921066541138,1.0205508959542955,412.2721952320078,2,176,0.42105263157894735,0,3,418,22,2,0,0.9987315200793556,0.856271214187928,0.46594378187503316,0.34292477016693934,-0.08852568988049761,
cfg_0020,base,identity,pca,2.0,gmm,7,7,0.15202667741668222,1.114313375919606,400.89239468236025,2,171,0.4090909090909091,0,4,418,22,2,0,0.9987315200793556,0.9032574359761469,0.5113885103470038,0.260673726058695,-0.13550939556096986,
cfg_0021,base,identity,pca,2.0,gmm,8,8,0.1445968752165613,0.9540339306948251,412.49688880188836,1,168,0.4019138755980861,2,5,418,22,2,0,0.9987315200793556,0.9002919202381465,0.49889920867166204,0.2670312823891673,-0.20216583069687927,
cfg_0022,base,identity,pca,2.0,agglomerative,2,2,0.9051261734834724,0.47427396361876245,459.1667971778476,8,410,0.9808612440191388,0,1,418,22,2,0,0.9987315200793556,,,,0.4725286667295244,
cfg_0023,base,identity,pca,2.0,agglomerative,3,3,0.9014414055556929,0.26748347304698483,473.1428853054965,1,410,0.9808612440191388,1,2,418,22,2,0,0.9987315200793556,,,,0.3547523722182811,
cfg_0024,base,identity,pca,2.0,agglomerative,4,4,0.7730297456289459,0.7504062783672767,441.98831383244874,1,399,0.9545454545454546,1,3,418,22,2,0,0.9987315200793556,,,,0.15645647836267057,
cfg_0025,base,identity,pca,2.0,agglomerative,5,5,0.7621631963550801,0.4797503176146301,442.64166255395764,1,399,0.9545454545454546,1,4,418,22,2,0,0.9987315200793556,,,,0.18289254791414294,
cfg_0026,base,identity,pca,2.0,agglomerative,6,6,0.3960505608749754,0.6537609224628093,487.73961637367927,1,274,0.6555023923444976,1,4,418,22,2,0,0.9987315200793556,,,,0.01733911427719126,
cfg_0027,base,identity,pca,2.0,agglomerative,7,7,0.4000782438836398,0.5594087123261916,568.0124349649269,1,274,0.6555023923444976,1,5,418,22,2,0,0.9987315200793556,,,,0.07122700991937658,
cfg_0028,base,identity,pca,2.0,agglomerative,8,8,0.4149627321845401,0.5936143313892523,652.1705177311346,1,211,0.5047846889952153,1,5,418,22,2,0,0.9987315200793556,,,,0.23520428493081863,
cfg_0029,base,identity,pca,3.0,gmm,2,2,0.7107809823291869,1.270597288275746,157.125706475597,43,375,0.8971291866028708,0,0,418,22,3,0,0.9999854917005188,0.9865542725515866,0.5482957306808267,0.04378445136867882,0.19532853142265472,
cfg_0030,base,identity,pca,3.0,gmm,3,3,0.16509385353978606,1.5796388911628843,133.1820629911821,24,198,0.47368421052631576,0,0,418,22,3,0,0.9999854917005188,0.9547852791189001,0.5021367980535331,0.1205157201594953,-0.19398042741132024,
cfg_0031,base,identity,pca,3.0,gmm,4,4,0.16309194464908464,1.3608534032130493,163.7462646725606,2,197,0.47129186602870815,0,1,418,22,3,0,0.9999854917005188,0.951255762222898,0.4972444392665471,0.13046741325681047,-0.22312226648482314,
cfg_0032,base,identity,pca,3.0,gmm,5,5,0.1617699299248722,1.1027039305736115,134.22057627511975,1,197,0.47129186602870815,2,2,418,22,3,0,0.9999854917005188,0.9510567339317296,0.4937369379015767,0.13089788286034285,-0.37043756140338774,
cfg_0033,base,identity,pca,3.0,gmm,6,6,0.11878354818965607,1.2709639148158673,117.89455514810716,1,157,0.37559808612440193,2,2,418,22,3,0,0.9999854917005188,0.890980749010636,0.3963450258505544,0.2554738696901893,-0.357517973411015,
cfg_0034,base,identity,pca,3.0,gmm,7,7,0.12204205551422156,1.0397363760512508,356.21247419620977,2,160,0.3827751196172249,0,3,418,22,3,0,0.9999854917005188,0.8985918904196034,0.3596231692092791,0.2775821685188515,-0.12385916646979234,
cfg_0035,base,identity,pca,3.0,gmm,8,8,0.11100942625098563,0.9588427157834952,366.0665644566865,1,156,0.37320574162679426,2,4,418,22,3,0,0.9999854917005188,0.8960664226594158,0.3272440597606705,0.2880086667925337,-0.21007741214034453,
cfg_0036,base,identity,pca,3.0,agglomerative,2,2,0.8981720185112355,0.32703842461697985,434.48378403165975,7,411,0.9832535885167464,0,1,418,22,3,0,0.9999854917005188,,,,0.470907660247586,
cfg_0037,base,identity,pca,3.0,agglomerative,3,3,0.9031040489087631,0.4480152913976188,531.0861664623088,2,409,0.9784688995215312,0,2,418,22,3,0,0.9999854917005188,,,,0.46481955734321023,
cfg_0038,base,identity,pca,3.0,agglomerative,4,4,0.54772146245671,0.8728664399249237,497.784005852277,2,339,0.8110047846889952,0,2,418,22,3,0,0.9999854917005188,,,,0.16687296824782763,
cfg_0039,base,identity,pca,3.0,agglomerative,5,5,0.5620025879715537,0.6732772664697311,522.8383481331811,2,339,0.8110047846889952,0,2,418,22,3,0,0.9999854917005188,,,,0.2521691097375356,
cfg_0040,base,identity,pca,3.0,agglomerative,6,6,0.5643057442335877,0.5896374205938892,561.1071679734775,2,339,0.8110047846889952,0,3,418,22,3,0,0.9999854917005188,,,,0.2569243832049172,
cfg_0041,base,identity,pca,3.0,agglomerative,7,7,0.5633042535911612,0.46149932668916066,580.7822081000526,1,339,0.8110047846889952,2,4,418,22,3,0,0.9999854917005188,,,,0.17708536227995153,
cfg_0042,base,identity,pca,3.0,agglomerative,8,8,0.36024945781981493,0.5695822337944978,628.2951338134641,1,226,0.5406698564593302,2,4,418,22,3,0,0.9999854917005188,,,,0.15270489453596925,
cfg_0043,base,identity,pca,4.0,gmm,2,2,0.6969257171381419,1.289581525809726,148.99957524272074,46,372,0.8899521531100478,0,0,418,22,4,0,0.9999957060750176,0.9876544768989939,0.5307577211951335,0.04008669375197896,0.17800373685912063,
cfg_0044,base,identity,pca,4.0,gmm,3,3,0.1702442337079066,1.6315976521896323,132.57001600358782,24,208,0.49760765550239233,0,0,418,22,4,0,0.9999957060750176,0.9570808590924097,0.5052566296260291,0.10800562404991328,-0.20822036852159934,
cfg_0045,base,identity,pca,4.0,gmm,4,4,0.16632307921838774,1.4010709114909379,152.07047450710348,2,205,0.4904306220095694,0,1,418,22,4,0,0.9999957060750176,0.9540788081203742,0.43189241052612737,0.11621561367017863,-0.2413679913031761,
cfg_0046,base,identity,pca,4.0,gmm,5,5,0.16498014807176942,1.1359356514039802,124.57464979560162,1,205,0.4904306220095694,2,2,418,22,4,0,0.9999957060750176,0.9540788081203742,0.4318924105261289,0.11621561369780962,-0.3866348944265446,
cfg_0047,base,identity,pca,4.0,gmm,6,6,0.13493551341447846,1.1428360898696543,113.70047236395564,1,153,0.3660287081339713,2,2,418,22,4,0,0.9999957060750176,0.9103479342614494,0.4426765547769201,0.21902027227019236,-0.3213977726179333,
cfg_0048,base,identity,pca,4.0,gmm,7,7,0.1701121822627396,0.9625317635728484,378.8450736512891,2,164,0.3923444976076555,0,3,418,22,4,0,0.9999957060750176,0.9158915661930727,0.44001663643954986,0.23087767357759795,-0.05759491289800797,
cfg_0049,base,identity,pca,4.0,gmm,8,8,0.06015462078832786,1.0377326694925033,346.44063972335186,1,141,0.3373205741626794,2,4,418,22,4,0,0.9999957060750176,0.9110080907238559,0.42700556086464014,0.2446139335672151,-0.264545783361687,
cfg_0050,base,identity,pca,4.0,agglomerative,2,2,0.8981660849831802,0.3270424838725345,434.4750046479291,7,411,0.9832535885167464,0,1,418,22,4,0,0.9999957060750176,,,,0.4708963467956032,
cfg_0051,base,identity,pca,4.0,agglomerative,3,3,0.9030980804715377,0.4480170045730483,531.0673551543429,2,409,0.9784688995215312,0,2,418,22,4,0,0.9999957060750176,,,,0.46480301486512177,
cfg_0052,base,identity,pca,4.0,agglomerative,4,4,0.5476850969866001,0.8728979182864807,497.76113823176445,2,339,0.8110047846889952,0,2,418,22,4,0,0.9999957060750176,,,,0.1668197362309646,
cfg_0053,base,identity,pca,4.0,agglomerative,5,5,0.5619604578830338,0.6732997465510344,522.8072561031745,2,339,0.8110047846889952,0,2,418,22,4,0,0.9999957060750176,,,,0.25210682053941325,
cfg_0054,base,identity,pca,4.0,agglomerative,6,6,0.5642635717144161,0.5896581565795845,561.0641623444691,2,339,0.8110047846889952,0,3,418,22,4,0,0.9999957060750176,,,,0.2568557409717447,
cfg_0055,base,identity,pca,4.0,agglomerative,7,7,0.5632620852345579,0.46151694128991183,580.7286177864605,1,339,0.8110047846889952,2,4,418,22,4,0,0.9999957060750176,,,,0.17701133207721664,
cfg_0056,base,identity,pca,4.0,agglomerative,8,8,0.36015993087895654,0.5696503483477489,628.2235736006709,1,226,0.5406698564593302,2,4,418,22,4,0,0.9999957060750176,,,,0.15256673500830575,
cfg_0057,base,identity,pca,5.0,gmm,2,2,0.6969230545271111,1.289584795804367,148.9992063007345,46,372,0.8899521531100478,0,0,418,22,5,0,0.9999975306890333,0.9874622904077505,0.5570115614371068,0.039219071528014286,0.17800042510652014,
cfg_0058,base,identity,pca,5.0,gmm,3,3,0.17574748749637306,1.6191738393799204,132.7652938958651,24,211,0.5047846889952153,0,0,418,22,5,0,0.9999975306890333,0.9591415541751401,0.49336714901149725,0.1028044657565844,-0.20450248899964246,
cfg_0059,base,identity,pca,5.0,gmm,4,4,0.20874977277805737,1.154715898834623,316.0229297570371,2,212,0.507177033492823,0,2,418,22,5,0,0.9999975306890333,0.9688475111554472,0.5207205533308241,0.08246969460030948,-0.15856662263047103,
cfg_0060,base,identity,pca,5.0,gmm,5,5,0.22041423518504066,0.963031067612377,409.21657453276737,2,223,0.5334928229665071,0,3,418,22,5,0,0.9999975306890333,0.966499959963159,0.5115316863285035,0.08566147034875472,-0.11266914164232827,
cfg_0061,base,identity,pca,5.0,gmm,6,6,0.18123786844389833,1.0763085072381327,200.9362443830396,1,180,0.430622009569378,2,3,418,22,5,0,0.9999975306890333,0.9162400313336495,0.4069444960416885,0.20526958652437266,-0.3003595559934558,
cfg_0062,base,identity,pca,5.0,gmm,7,7,0.1713456550275074,0.9773608658595206,396.78163677589345,2,177,0.423444976076555,0,3,418,22,5,0,0.9999975306890333,0.9223420355250161,0.401865819749996,0.20880065045333385,-0.06407642479617345,
cfg_0063,base,identity,pca,5.0,gmm,8,8,0.16422067433113127,0.8649467442033096,400.17474932709007,1,173,0.4138755980861244,2,4,418,22,5,0,0.9999975306890333,0.9186338525975749,0.4414972999242557,0.21866482161046766,-0.14563607148868113,
cfg_0064,base,identity,pca,5.0,agglomerative,2,2,0.8981650641238912,0.3270434567428125,434.47338644724016,7,411,0.9832535885167464,0,1,418,22,5,0,0.9999975306890333,,,,0.47089430365080853,
cfg_0065,base,identity,pca,5.0,agglomerative,3,3,0.9030970544286124,0.4480174589333618,531.0639960203313,2,409,0.9784688995215312,0,2,418,22,5,0,0.9999975306890333,,,,0.464800080355119,
cfg_0066,base,identity,pca,5.0,agglomerative,4,4,0.5463139770723954,0.8097880375760336,522.507171232646,2,326,0.7799043062200957,0,2,418,22,5,0,0.9999975306890333,,,,0.20321550736921437,
cfg_0067,base,identity,pca,5.0,agglomerative,5,5,0.5596720411605649,0.6934472549542046,538.9768476766243,2,326,0.7799043062200957,0,2,418,22,5,0,0.9999975306890333,,,,0.27150668701202707,
cfg_0068,base,identity,pca,5.0,agglomerative,6,6,0.5619677866148685,0.6056994833554715,582.6275237210374,2,326,0.7799043062200957,0,3,418,22,5,0,0.9999975306890333,,,,0.2797735640808213,
cfg_0069,base,identity,pca,5.0,agglomerative,7,7,0.5608900217971852,0.47590912082605136,607.3247775483411,1,326,0.7799043062200957,2,4,418,22,5,0,0.9999975306890333,,,,0.20284440746712873,
cfg_0070,base,identity,pca,5.0,agglomerative,8,8,0.5435396480489519,0.4675517012114898,649.6650465999369,1,326,0.7799043062200957,2,5,418,22,5,0,0.9999975306890333,,,,0.20455124369305516,
cfg_0071,base,identity,pca,6.0,gmm,2,2,0.4536398927954136,1.6459875147381733,65.02444919261124,100,318,0.7607655502392344,0,0,418,22,6,0,0.9999987648895171,0.9791541733606483,0.531536140487102,0.058468101675047436,-0.09549626179215182,
cfg_0072,base,identity,pca,6.0,gmm,3,3,0.14072758714909975,1.7497202493808366,102.06036059989276,30,203,0.48564593301435405,0,0,418,22,6,0,0.9999987648895171,0.9735924953522745,0.5481876540610583,0.07078488386821312,-0.26464997527516754,
cfg_0073,base,identity,pca,6.0,gmm,4,4,0.18924745988510525,1.2973639895228966,308.2629324616417,2,228,0.5454545454545454,0,2,418,22,6,0,0.9999987648895171,0.9666634601843599,0.504778195598853,0.081217724774801,-0.22094411618895676,
cfg_0074,base,identity,pca,6.0,gmm,5,5,0.21271687423682545,1.0352455532590243,399.87596503978176,2,235,0.562200956937799,0,3,418,22,6,0,0.9999987648895171,0.9695626320722955,0.5252688578668198,0.07607750110659763,-0.14971191192814676,
cfg_0075,base,identity,pca,6.0,gmm,6,6,0.17766818622952937,1.010274800384425,306.6751044159045,1,191,0.4569377990430622,2,3,418,22,6,0,0.9999987648895171,0.9283296958300163,0.4733019292092255,0.1733812633941487,-0.2499512560078354,
cfg_0076,base,identity,pca,6.0,gmm,7,7,0.1493504875588665,1.0584865982577825,392.12138427133493,2,189,0.45215311004784686,0,3,418,22,6,0,0.9999987648895171,0.9416205951017369,0.4145162626083438,0.15580718762100096,-0.11406065367086515,
cfg_0077,base,identity,pca,6.0,gmm,8,8,0.1524926129040516,0.8639965255000817,384.6556898201603,1,177,0.423444976076555,2,4,418,22,6,0,0.9999987648895171,0.934140319895944,0.47795887001634496,0.18049309758434168,-0.17054963681910826,
cfg_0078,base,identity,pca,6.0,agglomerative,2,2,0.8981644007536594,0.3270440269048298,434.47230588522484,7,411,0.9832535885167464,0,1,418,22,6,0,0.9999987648895171,,,,0.4708929684923894,
cfg_0079,base,identity,pca,6.0,agglomerative,3,3,0.9030963866826104,0.44801770506932387,531.0616943409435,2,409,0.9784688995215312,0,2,418,22,6,0,0.9999987648895171,,,,0.4647981138254732,
cfg_0080,base,identity,pca,6.0,agglomerative,4,4,0.5463097005622553,0.8097937219431732,522.5041975946716,2,326,0.7799043062200957,0,2,418,22,6,0,0.9999987648895171,,,,0.20320882041585112,
cfg_0081,base,identity,pca,6.0,agglomerative,5,5,0.5596671220819018,0.6934507982398543,538.9728619839384,2,326,0.7799043062200957,0,2,418,22,6,0,0.9999987648895171,,,,0.27149909343324097,
cfg_0082,base,identity,pca,6.0,agglomerative,6,6,0.5619628613490489,0.605702720930095,582.6220681830316,2,326,0.7799043062200957,0,3,418,22,6,0,0.9999987648895171,,,,0.27976519809872313,
cfg_0083,base,identity,pca,6.0,agglomerative,7,7,0.5608850966743889,0.4759118968758623,607.3178609797409,1,326,0.7799043062200957,2,4,418,22,6,0,0.9999987648895171,,,,0.20283530152515172,
cfg_0084,base,identity,pca,6.0,agglomerative,8,8,0.5435344460656658,0.46755517444489697,649.6559724668954,1,326,0.7799043062200957,2,5,418,22,6,0,0.9999987648895171,,,,0.20454057975779488,
cfg_0085,base,robust,original,,gmm,2,2,0.7703759538426294,0.5255652381515671,215.21397589603336,8,410,0.9808612440191388,0,1,418,22,22,0,,1.0,1.0,2.763102111592855e-11,0.19668140963589806,
cfg_0086,base,robust,original,,gmm,3,3,0.36189411626310086,1.483555701332708,153.90648065311942,8,358,0.8564593301435407,0,1,418,22,22,0,,0.9976019601807492,0.8047588005209679,0.008018149215863777,-0.2640609455828002,
cfg_0087,base,robust,original,,gmm,4,4,0.10933662125214398,1.8392464400708994,125.73548373488387,8,205,0.4904306220095694,0,1,418,22,22,0,,0.9955627075527507,0.6738133403030335,0.013956737120100537,-0.37263952172742815,
cfg_0088,base,robust,original,,gmm,5,5,0.11600929368857076,1.7466386320682568,103.66971659010069,7,196,0.4688995215311005,0,2,418,22,22,0,,0.9957702709618182,0.5021619876954606,0.012501138443156961,-0.3996898034723776,
cfg_0089,base,robust,original,,gmm,6,6,0.07776309392259136,2.0284958412142506,88.93114517341172,8,157,0.37559808612440193,0,2,418,22,22,0,,0.9894716359888661,0.6529634678583758,0.03280251089776015,-0.41785919590630516,
cfg_0090,base,robust,original,,gmm,7,7,0.06999456711247212,1.9608199066003686,78.36018894581183,5,144,0.3444976076555024,0,2,418,22,22,0,,0.9899757707689048,0.5076561536587264,0.029603694705025597,-0.3923649101327694,
cfg_0091,base,robust,original,,gmm,8,8,0.06743301753267117,1.8744400079945018,80.58137605559243,1,146,0.3492822966507177,1,4,418,22,22,0,,0.9914544120805951,0.5629334720277264,0.02417712520484247,-0.48609305619798254,
cfg_0092,base,robust,original,,agglomerative,2,2,0.7802626792444368,0.48234806203400543,207.4913123787565,7,411,0.9832535885167464,0,1,418,22,22,0,,,,,0.20702594586566994,
cfg_0093,base,robust,original,,agglomerative,3,3,0.40450648588208155,1.4693748716943682,148.62428986220624,7,367,0.8779904306220095,0,1,418,22,22,0,,,,,-0.2331820125454515,
cfg_0094,base,robust,original,,agglomerative,4,4,0.38136776817685897,1.1832627902769555,122.53437769504943,1,367,0.8779904306220095,1,2,418,22,22,0,,,,,-0.35660864573356316,
cfg_0095,base,robust,original,,agglomerative,5,5,0.3655070193499469,1.0855747509412144,106.855669651207,1,367,0.8779904306220095,1,3,418,22,22,0,,,,,-0.3827536287454169,
cfg_0096,base,robust,original,,agglomerative,6,6,0.0933083174796075,1.6488575038182454,96.93894535209381,1,216,0.5167464114832536,1,3,418,22,22,0,,,,,-0.5166672509892216,
cfg_0097,base,robust,original,,agglomerative,7,7,0.07103566629586032,1.718886336914322,88.44948404834278,1,151,0.361244019138756,1,3,418,22,22,0,,,,,-0.44684242760186177,
cfg_0098,base,robust,original,,agglomerative,8,8,0.07682659121014744,1.7482556830380487,82.03978469807166,1,108,0.2583732057416268,1,3,418,22,22,0,,,,,-0.37571960940166604,
cfg_0099,base,robust,pca,2.0,gmm,2,2,0.7268526143198656,1.2585398390955054,180.35365110623133,35,383,0.916267942583732,0,0,418,22,2,0,0.5927254284724028,0.9784565125886705,0.5073197207638005,0.05840971824793581,0.2162445161080177,
cfg_0100,base,robust,pca,2.0,gmm,3,3,0.5276048325062146,1.1082161229302476,278.5767638809841,14,339,0.8110047846889952,0,1,418,22,2,0,0.5927254284724028,0.9419934566147727,0.5001361808495465,0.17631200316521603,0.044138192985314836,
cfg_0101,base,robust,pca,2.0,gmm,4,4,0.3965806810802114,1.0870050356745418,231.82406744813284,15,310,0.7416267942583732,0,1,418,22,2,0,0.5927254284724028,0.8834430458823868,0.38864060836273534,0.31998385177541155,-0.050000752776642995,
cfg_0102,base,robust,pca,2.0,gmm,5,5,0.46474456180260665,0.9070972850663379,390.129472856462,2,316,0.7559808612440191,0,3,418,22,2,0,0.5927254284724028,0.9289990735099725,0.4974986120384132,0.19345938661585366,0.01756011228440474,
cfg_0103,base,robust,pca,2.0,gmm,6,6,0.2923522447021454,0.8770823430562936,465.0548390604659,2,179,0.42822966507177035,0,2,418,22,2,0,0.5927254284724028,0.8643686124681051,0.44506117779878185,0.3972880147371289,0.13432528870609545,
cfg_0104,base,robust,pca,2.0,gmm,7,7,0.28833654166617834,0.9417729481116457,432.76010951537705,2,167,0.39952153110047844,0,3,418,22,2,0,0.5927254284724028,0.8540955796546021,0.45092158536592286,0.41294547044474034,0.08951044229817037,
cfg_0105,base,robust,pca,2.0,gmm,8,8,0.24573630031934604,0.9478765777576454,394.0150665095254,1,163,0.38995215311004783,1,4,418,22,2,0,0.5927254284724028,0.8485156191867222,0.4252231830530094,0.44302989893909495,-0.029364177024878646,
cfg_0106,base,robust,pca,2.0,agglomerative,2,2,0.8871019959970422,0.26929287889053843,525.7432267389842,7,411,0.9832535885167464,0,1,418,22,2,0,0.5927254284724028,,,,0.5178831673176624,
cfg_0107,base,robust,pca,2.0,agglomerative,3,3,0.6602051257985101,0.5440570409480817,476.67759772087163,7,386,0.9234449760765551,0,1,418,22,2,0,0.5927254284724028,,,,0.3064159705370686,
cfg_0108,base,robust,pca,2.0,agglomerative,4,4,0.5996544348207247,0.4483675132798691,429.36499264036377,2,386,0.9234449760765551,0,2,418,22,2,0,0.5927254284724028,,,,0.18291973692966548,
cfg_0109,base,robust,pca,2.0,agglomerative,5,5,0.6163095613568308,0.4744720129712993,441.6572065697491,2,380,0.9090909090909091,0,3,418,22,2,0,0.5927254284724028,,,,0.17994551797123282,
cfg_0110,base,robust,pca,2.0,agglomerative,6,6,0.32464530151553506,0.7060294932707333,486.5257182101553,2,193,0.46172248803827753,0,3,418,22,2,0,0.5927254284724028,,,,0.1350220949176291,
cfg_0111,base,robust,pca,2.0,agglomerative,7,7,0.3288262146994617,0.6884069548290561,480.8529019880949,2,193,0.46172248803827753,0,3,418,22,2,0,0.5927254284724028,,,,0.15991875408256861,
cfg_0112,base,robust,pca,2.0,agglomerative,8,8,0.32685906794225866,0.6951534857633838,498.3001246455149,2,193,0.46172248803827753,0,4,418,22,2,0,0.5927254284724028,,,,0.1451925493764176,
cfg_0113,base,robust,pca,3.0,gmm,2,2,0.6800760151750895,1.3559633193533447,155.36610493226866,34,384,0.9186602870813397,0,0,418,22,3,0,0.6619381324743573,0.9789170769737011,0.5038116438851047,0.05875107948028348,0.141238665043721,
cfg_0114,base,robust,pca,3.0,gmm,3,3,0.4136839012983991,1.3432513144147427,219.9053380011253,14,329,0.7870813397129187,0,1,418,22,3,0,0.6619381324743573,0.9416438506983588,0.49839210041804344,0.1754698901198563,-0.12215291262021823,
cfg_0115,base,robust,pca,3.0,gmm,4,4,0.4108555109436053,1.0356231771984097,310.44773799823383,2,325,0.777511961722488,0,2,418,22,3,0,0.6619381324743573,0.9512449109799681,0.5012210367991096,0.14068748890133193,-0.07843722640409292,
cfg_0116,base,robust,pca,3.0,gmm,5,5,0.1839111317984816,1.2798639632009872,178.00138498824452,2,168,0.4019138755980861,0,2,418,22,3,0,0.6619381324743573,0.9118274352938831,0.3962443489023229,0.24333775515365558,-0.19372358649059201,
cfg_0117,base,robust,pca,3.0,gmm,6,6,0.1989728088131189,1.126891892499308,252.39886185742677,2,160,0.3827751196172249,0,3,418,22,3,0,0.6619381324743573,0.904197677599545,0.3706579418411344,0.25620765790668837,-0.13731763632552182,
cfg_0118,base,robust,pca,3.0,gmm,7,7,0.20047977496374658,1.0313355574332206,239.5757519511546,2,164,0.3923444976076555,0,4,418,22,3,0,0.6619381324743573,0.9073512416245388,0.3696747758164852,0.2492281603305783,-0.15602946904620985,
cfg_0119,base,robust,pca,3.0,gmm,8,8,0.20290470118827184,1.0895139203170405,234.8105004232151,1,150,0.3588516746411483,1,4,418,22,3,0,0.6619381324743573,0.8567254433541115,0.3006864703811362,0.3913061048893199,-0.16349004348795276,
cfg_0120,base,robust,pca,3.0,agglomerative,2,2,0.860012829658844,0.3131845460544209,416.9634692612337,7,411,0.9832535885167464,0,1,418,22,3,0,0.6619381324743573,,,,0.4250089059579597,
cfg_0121,base,robust,pca,3.0,agglomerative,3,3,0.5503594745414614,0.7130185650657562,356.4681809802181,7,377,0.9019138755980861,0,1,418,22,3,0,0.6619381324743573,,,,0.11819657070314275,
cfg_0122,base,robust,pca,3.0,agglomerative,4,4,0.26102483619466577,1.025441356690719,305.4168074359679,7,217,0.5191387559808612,0,1,418,22,3,0,0.6619381324743573,,,,-0.0254569211063677,
cfg_0123,base,robust,pca,3.0,agglomerative,5,5,0.26688745804484554,0.8404276379095228,297.7963255529551,1,217,0.5191387559808612,1,2,418,22,3,0,0.6619381324743573,,,,-0.10352947232302745,
cfg_0124,base,robust,pca,3.0,agglomerative,6,6,0.289202917065526,0.859789110163946,302.28808904908215,1,181,0.43301435406698563,1,2,418,22,3,0,0.6619381324743573,,,,-0.008325545620457814,
cfg_0125,base,robust,pca,3.0,agglomerative,7,7,0.28511739803730873,0.8481186958133652,291.16640254024963,1,181,0.43301435406698563,1,2,418,22,3,0,0.6619381324743573,,,,0.004497104719079326,
cfg_0126,base,robust,pca,3.0,agglomerative,8,8,0.28420205144964905,0.8052021346127944,292.2258406214511,1,181,0.43301435406698563,1,3,418,22,3,0,0.6619381324743573,,,,-0.01140651769994458,
cfg_0127,base,robust,pca,4.0,gmm,2,2,0.587495077485652,1.5600704666532659,115.94852620419074,46,372,0.8899521531100478,0,0,418,22,4,0,0.7227656878563579,0.9753434809626967,0.5017353065296569,0.06280756677174361,0.013484909216176288,
cfg_0128,base,robust,pca,4.0,gmm,3,3,0.314595432088648,1.6739208678266326,149.40485560726674,16,313,0.7488038277511961,0,1,418,22,4,0,0.7227656878563579,0.938686320787296,0.5117506154481329,0.16440450969119716,-0.285990436592723,
cfg_0129,base,robust,pca,4.0,gmm,4,4,0.19251086002465953,1.3969532812084502,126.60381066565165,21,193,0.46172248803827753,0,0,418,22,4,0,0.7227656878563579,0.9467749631924586,0.4940134324785983,0.16112366716636523,-0.1392626178453482,
cfg_0130,base,robust,pca,4.0,gmm,5,5,0.17722887234440382,1.3229252241508114,114.57683435687952,2,181,0.43301435406698563,0,1,418,22,4,0,0.7227656878563579,0.9033258966702037,0.44379843075765946,0.25778649777122137,-0.1966969845301598,
cfg_0131,base,robust,pca,4.0,gmm,6,6,0.1348861024245852,1.5347403529279597,124.07080846107911,2,171,0.4090909090909091,0,3,418,22,4,0,0.7227656878563579,0.8740325880433779,0.3839171611625613,0.30160865715807755,-0.3407713259989416,
cfg_0132,base,robust,pca,4.0,gmm,7,7,0.18940953483767067,1.2008510959712169,184.6099786060828,1,144,0.3444976076555024,1,3,418,22,4,0,0.7227656878563579,0.8964092170613059,0.3427388955553049,0.28784977516964105,-0.1965280602949673,
cfg_0133,base,robust,pca,4.0,gmm,8,8,0.13329161850520813,1.2375067530555683,156.1780129037009,2,166,0.39712918660287083,0,3,418,22,4,0,0.7227656878563579,0.8933277492768482,0.47050798371097274,0.2985034239745738,-0.2406650311934339,
cfg_0134,base,robust,pca,4.0,agglomerative,2,2,0.8421495745648031,0.34220693045985573,352.26949183556684,7,411,0.9832535885167464,0,1,418,22,4,0,0.7227656878563579,,,,0.3676232250930477,
cfg_0135,base,robust,pca,4.0,agglomerative,3,3,0.503767481404003,0.8348426796743166,281.12338881992275,7,377,0.9019138755980861,0,1,418,22,4,0,0.7227656878563579,,,,0.013560537050340035,
cfg_0136,base,robust,pca,4.0,agglomerative,4,4,0.46765576709779144,0.6481141535142527,238.76084411334335,1,377,0.9019138755980861,1,2,418,22,4,0,0.7227656878563579,,,,-0.1453493016146194,
cfg_0137,base,robust,pca,4.0,agglomerative,5,5,0.21585903217681723,1.063600987773349,216.52421236238746,1,285,0.6818181818181818,1,2,418,22,4,0,0.7227656878563579,,,,-0.3110335577220662,
cfg_0138,base,robust,pca,4.0,agglomerative,6,6,0.23137928661826263,1.0011269078553162,207.66973706466953,1,280,0.6698564593301436,1,3,418,22,4,0,0.7227656878563579,,,,-0.30587210073509996,
cfg_0139,base,robust,pca,4.0,agglomerative,7,7,0.19428826648963385,1.0098485021041206,206.11408476021805,1,168,0.4019138755980861,1,3,418,22,4,0,0.7227656878563579,,,,-0.1824659750271472,
cfg_0140,base,robust,pca,4.0,agglomerative,8,8,0.2081718001711022,0.9792452794047302,199.02142904943406,1,168,0.4019138755980861,1,3,418,22,4,0,0.7227656878563579,,,,-0.14687533976096642,
