run_id,model_name,series_id,ticker,market,horizon,fold_id,rmse,mae,directional_accuracy
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,1,2,0.034548824039533604,0.014671166522797692,0.43388429752066116
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,1,3,0.02233763087504911,0.01538621426913141,0.48140495867768596
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,1,1,0.028546149908513008,0.009454605056362803,0.43388429752066116
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,1,2,0.03408576376958497,0.014554618048384795,0.44421487603305787
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,1,3,0.02228242892043425,0.015234921959667524,0.5206611570247934
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,1,1,0.04043903535679961,0.02066310253597491,0.40289256198347106
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,1,2,0.03691714317917184,0.017771825060738065,0.4628099173553719
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,1,3,0.026162366851834755,0.017693724033858917,0.5206611570247934
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,1,1,0.028451770366382814,0.009387219364393778,0.4524793388429752
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,1,2,0.034222718528895565,0.014509159544648428,0.4194214876033058
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,1,3,0.022067751997709745,0.015077483259182328,0.5206611570247934
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,1,1,0.02706209087404868,0.011191501989687446,0.359504132231405
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,1,2,0.03456785447115637,0.014914345723776107,0.4132231404958678
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,1,3,0.022235175414074836,0.01533679119644374,0.49173553719008267
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,1,1,0.026199349156097042,0.011069786471347822,0.33884297520661155
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,1,2,0.03470320880893607,0.014717343629116229,0.390495867768595
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,1,3,0.022191046282461987,0.015186344870000151,0.5227272727272727
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,1,1,0.025652813247441297,0.009215808811171258,0.33884297520661155
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,1,2,0.04124228386729228,0.02840983321430501,0.3739669421487603
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,1,3,0.022136436995672436,0.015202792516846636,0.5082644628099173
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,1,1,0.026016560592782224,0.009062093410253172,0.43388429752066116
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,1,2,0.03492241564817036,0.01474542616304673,0.371900826446281
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,1,3,0.0221588322666082,0.015174549327164631,0.5082644628099173
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,1,1,0.025814506947702872,0.009009597366265342,0.4380165289256198
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,1,2,0.034616736124135954,0.014283563151935331,0.3739669421487603
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,1,3,0.022195826905365566,0.015203486833301142,0.5082644628099173
forecasting_benchmark_v2,naive_zero,RU:ABRD,ABRD,RU,5,1,0.0686992640694261,0.020413579250942566,0.12857142857142856
forecasting_benchmark_v2,naive_zero,RU:ABRD,ABRD,RU,5,2,0.05382672132779959,0.025882881519085642,0.061224489795918366
forecasting_benchmark_v2,naive_zero,RU:ABRD,ABRD,RU,5,3,0.04882365034139227,0.034030112981070476,0.014285714285714285
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,5,1,0.0686012279502102,0.022336820152194146,0.37755102040816324
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,5,2,0.053934460041947886,0.02645016810128534,0.3877551020408163
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,5,3,0.04883946448610436,0.033986678654369315,0.5224489795918368
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,5,1,0.06916789937699558,0.02371767549531929,0.3979591836734694
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,5,2,0.055777167160765896,0.029258509301832887,0.48775510204081635
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,5,3,0.04970352219215174,0.034232903421479645,0.5183673469387755
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,5,1,0.06959372069773379,0.024042289592449514,0.3979591836734694
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,5,2,0.053602406879395055,0.028306662418576465,0.4673469387755102
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,5,3,0.05006008650334732,0.03449285951901992,0.5306122448979592
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,5,1,0.13453126403083432,0.042819658927311065,0.42857142857142855
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,5,2,0.0919643351114086,0.03941755452043122,0.5061224489795918
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,5,3,0.05272648926390018,0.037253694877362645,0.5
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,5,1,0.07044558013593254,0.02455041679268634,0.4204081632653061
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,5,2,0.055223755830650936,0.03026664342955603,0.46938775510204084
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,5,3,0.049879728655930204,0.03425013130654834,0.5346938775510204
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,5,1,0.06906867576653282,0.02219814504772809,0.42244897959183675
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,5,2,0.05562069449676671,0.031924414732548666,0.3877551020408163
forecasting_benchmark_v2,vanilla_mlp,RU:ABRD,ABRD,RU,5,3,0.04915127487281654,0.03409425578739766,0.5
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,5,1,0.07058177024646618,0.022926730555864045,0.463265306122449
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,5,2,0.05534209822522988,0.03012948878712607,0.39387755102040817
forecasting_benchmark_v2,chaotic_mlp,RU:ABRD,ABRD,RU,5,3,0.04938959800520621,0.034495117167211924,0.49387755102040815
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,5,1,0.07193532673342909,0.028354801103914595,0.49387755102040815
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,5,2,0.05853190964776983,0.03662717369529122,0.3877551020408163
forecasting_benchmark_v2,chaotic_logistic_net,RU:ABRD,ABRD,RU,5,3,0.04886655404371875,0.03411414829757312,0.463265306122449
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,5,1,0.06851658647639855,0.020812585831002192,0.38979591836734695
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,5,2,0.05272133003388744,0.02676978232701637,0.4020408163265306
forecasting_benchmark_v2,lstm_forecast,RU:ABRD,ABRD,RU,5,3,0.04946997067927226,0.034397015903505614,0.4816326530612245
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,5,1,0.06841843721648684,0.02011742233877073,0.49387755102040815
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,5,2,0.05342564376344672,0.0274017841387132,0.39387755102040817
forecasting_benchmark_v2,chaotic_lstm_forecast,RU:ABRD,ABRD,RU,5,3,0.04916383349655489,0.03400781105779629,0.5714285714285714
forecasting_benchmark_v2,naive_zero,RU:ABRD,ABRD,RU,20,1,0.11360732050921338,0.042583207980623164,0.06378600823045268
