run_id,model_name,series_id,ticker,market,horizon,fold_id,n_obs,mae,mse,rmse,directional_accuracy
forecasting_benchmark_v2,naive_zero,RU:ABRD,ABRD,RU,1,2,484,0.013880804323813983,0.001300468256011243,0.03606200571253966,0.14049586776859505
forecasting_benchmark_v2,naive_zero,RU:ABRD,ABRD,RU,1,3,484,0.015255333908754084,0.0004986753145619371,0.02233103926291692,0.03305785123966942
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,1,1,484,0.009442308350714596,0.0008427384521210644,0.02902995783877518,0.33884297520661155
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,1,2,484,0.013955749014261491,0.0013003980697793437,0.03606103256673807,0.3739669421487603
forecasting_benchmark_v2,naive_mean,RU:ABRD,ABRD,RU,1,3,484,0.015298396361759985,0.0004981821767905652,0.022319994999788085,0.45867768595041325
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,1,1,484,0.009510075159022113,0.0008734692127755894,0.0295545125619691,0.41735537190082644
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,1,2,484,0.01479583214900128,0.0013018821620109393,0.036081604205064656,0.43388429752066116
forecasting_benchmark_v2,ridge_lag,RU:ABRD,ABRD,RU,1,3,484,0.015432913655146742,0.0005096039717903425,0.02257440966648613,0.48140495867768596
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,1,1,484,0.009695718990693382,0.0010130933822857055,0.03182912789074978,0.43388429752066116
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,1,2,484,0.014689437692896915,0.0012779990066441327,0.03574911197000749,0.44421487603305787
forecasting_benchmark_v2,esn,RU:ABRD,ABRD,RU,1,3,484,0.015281643033662766,0.0005069956026528624,0.022516562851662383,0.5206611570247934
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,1,1,484,0.0208235206993006,0.0018244852441950583,0.042713993540701135,0.40289256198347106
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,1,2,484,0.01795433826468859,0.0014915079677554565,0.03862004619048839,0.4628099173553719
forecasting_benchmark_v2,chaotic_esn,RU:ABRD,ABRD,RU,1,3,484,0.017696053368050097,0.0006830605199734975,0.026135426531309902,0.5206611570247934
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,1,1,484,0.009621743394688598,0.001007337915946447,0.03173858717628192,0.4524793388429752
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,1,2,484,0.014641633997544371,0.0012877804778705642,0.03588565838702927,0.4194214876033058
forecasting_benchmark_v2,transient_chaotic_esn,RU:ABRD,ABRD,RU,1,3,484,0.015124505605420918,0.0004974392198716086,0.022303345486083665,0.5206611570247934
