run_id,model_name,candidate_id,compare_group_id,n_reservoir,spectral_radius,chaotic_spectral_radius,input_scale,leak_rate,ridge_alpha,g_start,g_end,hidden_dims,depth,params_json,params_repr,n_series,horizon,mae_mean,rmse_mean,mase_mean,directional_accuracy_mean,fit_time_sec_mean,predict_time_sec_mean,fit_time,predict_time,total_runtime_sec,status,notes
architecture_tuning_mlp_v1_20260329T162757Z,vanilla_mlp,vanilla_mlp_g004,mlp_grp_004,,,,,,,,,"[128, 64]",2,"{""compare_group_id"": ""mlp_grp_004"", ""model_params"": {""hidden_dims"": [128, 64], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [128, 64], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_004'}",12,5,0.023120798302730006,0.031121260183475326,1.5267123624917784,0.5213691326413427,0.13730865833996278,0.0003594333215409683,0.13730865833996278,0.0003594333215409683,4.956051299814135,success,
architecture_tuning_mlp_v1_20260329T162757Z,vanilla_mlp,vanilla_mlp_g004,mlp_grp_004,,,,,,,,,"[128, 64]",2,"{""compare_group_id"": ""mlp_grp_004"", ""model_params"": {""hidden_dims"": [128, 64], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [128, 64], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_004'}",12,20,0.046964646147031046,0.0602590925533735,3.0343286692240476,0.5114099551166897,0.120266286112989,0.0007812222142496869,0.120266286112989,0.0007812222142496869,4.357710299780592,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g001,mlp_grp_001,,,,,,,,,[32],1,"{""compare_group_id"": ""mlp_grp_001"", ""model_params"": {""hidden_dims"": [32], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [32], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_001'}",12,1,0.015373550394755013,0.019167802260213435,1.2882712224659765,0.4843472493382439,0.14274575555140875,0.0003896222171735847,0.14274575555140875,0.0003896222171735847,5.152873599668965,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g001,mlp_grp_001,,,,,,,,,[32],1,"{""compare_group_id"": ""mlp_grp_001"", ""model_params"": {""hidden_dims"": [32], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [32], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_001'}",12,5,0.02555454382818369,0.03361677745866084,1.8964822819382394,0.520094432774746,0.1344480777754345,0.00037629999698967563,0.1344480777754345,0.00037629999698967563,4.85367759980727,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g001,mlp_grp_001,,,,,,,,,[32],1,"{""compare_group_id"": ""mlp_grp_001"", ""model_params"": {""hidden_dims"": [32], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [32], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_001'}",12,20,0.059107860744896525,0.07239385309033819,4.301406358458906,0.5091649891459007,0.1326071138836495,0.00038286666838555696,0.1326071138836495,0.00038286666838555696,4.787639299873263,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g002,mlp_grp_002,,,,,,,,,[64],1,"{""compare_group_id"": ""mlp_grp_002"", ""model_params"": {""hidden_dims"": [64], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [64], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_002'}",12,1,0.010455305213206733,0.014398634985424966,0.6839026086444736,0.4973883114027627,0.13764316388470535,0.0004653222373841952,0.13764316388470535,0.0004653222373841952,4.9719055003952235,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g002,mlp_grp_002,,,,,,,,,[64],1,"{""compare_group_id"": ""mlp_grp_002"", ""model_params"": {""hidden_dims"": [64], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [64], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_002'}",12,5,0.0361036796977896,0.044166170285895257,3.3902399764767277,0.5074238083082002,0.14666722222722858,0.0004016861106113841,0.14666722222722858,0.0004016861106113841,5.294480700162239,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g002,mlp_grp_002,,,,,,,,,[64],1,"{""compare_group_id"": ""mlp_grp_002"", ""model_params"": {""hidden_dims"": [64], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [64], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_002'}",12,20,0.05480327587566839,0.06826982847447428,3.500363507500051,0.5512072206730737,0.12608095278523657,0.00037794721558586584,0.12608095278523657,0.00037794721558586584,4.552520400029607,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g003,mlp_grp_003,,,,,,,,,"[64, 32]",2,"{""compare_group_id"": ""mlp_grp_003"", ""model_params"": {""hidden_dims"": [64, 32], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [64, 32], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_003'}",12,1,0.014677551374420216,0.01850024212165555,1.2066889359108355,0.49339895544931184,0.17485123332719213,0.0006741666745963609,0.17485123332719213,0.0006741666745963609,6.318914400064386,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g003,mlp_grp_003,,,,,,,,,"[64, 32]",2,"{""compare_group_id"": ""mlp_grp_003"", ""model_params"": {""hidden_dims"": [64, 32], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [64, 32], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_003'}",12,5,0.023236941422597805,0.031233303555260408,1.5475679341104946,0.5253092070363823,0.1698220055550337,0.0006668138990385664,0.1698220055550337,0.0006668138990385664,6.137597500346601,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g003,mlp_grp_003,,,,,,,,,"[64, 32]",2,"{""compare_group_id"": ""mlp_grp_003"", ""model_params"": {""hidden_dims"": [64, 32], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [64, 32], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_003'}",12,20,0.048209759590352425,0.061450568881147576,3.120485363022373,0.5384502808899151,0.16109223610126516,0.000571797223528847,0.16109223610126516,0.000571797223528847,5.819905199692585,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g004,mlp_grp_004,,,,,,,,,"[128, 64]",2,"{""compare_group_id"": ""mlp_grp_004"", ""model_params"": {""hidden_dims"": [128, 64], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [128, 64], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_004'}",12,1,0.0161231616822145,0.019851403750657515,1.3754240043357402,0.4766717094139015,0.18569180277215006,0.0007341499925435832,0.18569180277215006,0.0007341499925435832,6.711334299528971,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g004,mlp_grp_004,,,,,,,,,"[128, 64]",2,"{""compare_group_id"": ""mlp_grp_004"", ""model_params"": {""hidden_dims"": [128, 64], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [128, 64], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_004'}",12,5,0.0239645154046154,0.03193452078389262,1.6165664479376234,0.4969784000448509,0.18144458334103952,0.0007391277661857506,0.18144458334103952,0.0007391277661857506,6.558613599860109,success,
architecture_tuning_mlp_v1_20260329T162757Z,chaotic_mlp,chaotic_mlp_g004,mlp_grp_004,,,,,,,,,"[128, 64]",2,"{""compare_group_id"": ""mlp_grp_004"", ""model_params"": {""hidden_dims"": [128, 64], ""seed"": 2026}, ""runtime_params"": {}}","{'model_params': {'hidden_dims': [128, 64], 'seed': 2026}, 'runtime_params': {}, 'compare_group_id': 'mlp_grp_004'}",12,20,0.051182571138303705,0.06471676938250173,3.3344390134179545,0.5130398352860598,0.17877580554987715,0.0006940750010673784,0.17877580554987715,0.0006940750010673784,6.460915699834004,success,
