run_id,repeat_id,split_seed,horizon,target_metric,meta_model,series_id,selected_model,oracle_model,best_single_model,achieved_metric,oracle_metric,baseline_metric,regret_to_oracle,improvement_vs_best_single,routing_hit_oracle,predicted_metric_vector,actual_metric_vector,target_model_order,count_models,count_features
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,random_forest,RU:KRKNP,esn,esn,esn,0.6422764227642277,0.6422764227642277,0.6422764227642277,0.0,0.0,1,"[0.5918293953252037, 0.44235105739450253, 0.46006707014614834, 0.44313933350271023, 0.6597216052071238, 0.5123020651858298, 0.47148609296360855, 0.06006656504065044, 0.6071128865418124, 0.6475176393728219, 0.44609201388888875]","[0.5960365853658537, 0.43902439024390244, 0.43902439024390244, 0.43902439024390244, 0.6422764227642277, 0.49847560975609756, 0.43902439024390244, 0.07926829268292683, 0.5721544715447154, 0.6407520325203252, 0.43953252032520324]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,random_forest,RU:KRKOP,esn,esn,esn,0.6722560975609756,0.6722560975609756,0.6722560975609756,0.0,0.0,1,"[0.5867435519042089, 0.4272641887815331, 0.47737855540779994, 0.4284046799020151, 0.659540946202325, 0.5338045218124633, 0.4795769924896487, 0.06493832969500035, 0.6181159451196047, 0.6496828256385955, 0.4313222332729094]","[0.570630081300813, 0.45426829268292684, 0.5035569105691057, 0.45477642276422764, 0.6722560975609756, 0.4644308943089431, 0.45426829268292684, 0.042682926829268296, 0.6336382113821138, 0.6524390243902439, 0.4578252032520325]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,random_forest,RU:KROTP,esn,esn,esn,0.6620934959349594,0.6620934959349594,0.6620934959349594,0.0,0.0,1,"[0.5671613125658884, 0.41140233351337135, 0.4441430231047371, 0.4241241215485177, 0.6334981612990215, 0.49525481032614843, 0.43465344905968556, 0.09469204087307087, 0.5892899756540415, 0.624585449187716, 0.41849316520408913]","[0.5914634146341463, 0.4217479674796748, 0.42022357723577236, 0.4222560975609756, 0.6620934959349594, 0.4883130081300813, 0.4217479674796748, 0.0741869918699187, 0.6178861788617886, 0.6539634146341463, 0.43089430894308944]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,random_forest,RU:KRSB,esn,esn,esn,0.6778455284552846,0.6778455284552846,0.6778455284552846,0.0,0.0,1,"[0.5934344005860185, 0.44317787667940595, 0.4624041265083395, 0.44408920871939395, 0.661189521855085, 0.5164357462542827, 0.4657652750533895, 0.05882518255512978, 0.6071690450153419, 0.6496119632744015, 0.44647630215197104]","[0.6128048780487805, 0.491869918699187, 0.491869918699187, 0.491869918699187, 0.6778455284552846, 0.4725609756097561, 0.4684959349593496, 0.039634146341463415, 0.6026422764227642, 0.6559959349593496, 0.49390243902439024]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,random_forest,RU:KZOSP,esn,esn,esn,0.6885162601626016,0.6885162601626016,0.6885162601626016,0.0,0.0,1,"[0.6180198784109698, 0.43436525463245723, 0.4858629117031421, 0.4368353406768911, 0.6747147930065241, 0.548605497794131, 0.4658738723963729, 0.04244777867439208, 0.6277083404215033, 0.6654833968350518, 0.4378090259361811]","[0.6189024390243902, 0.4451219512195122, 0.4491869918699187, 0.4451219512195122, 0.6885162601626016, 0.45985772357723576, 0.4451219512195122, 0.016260162601626018, 0.6453252032520326, 0.6864837398373984, 0.4507113821138211]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,random_forest,RU:LVHK,esn,esn,esn,0.6727642276422764,0.6727642276422764,0.6727642276422764,0.0,0.0,1,"[0.5968725042365257, 0.44271170342362304, 0.48879778736279156, 0.44440768685611604, 0.6665899758746255, 0.5271818969857687, 0.49891065094825643, 0.048535758771752334, 0.6172757546643418, 0.6550650448927281, 0.4472780954513032]","[0.6183943089430894, 0.4603658536585366, 0.4603658536585366, 0.4603658536585366, 0.6727642276422764, 0.5198170731707317, 0.5111788617886179, 0.028455284552845527, 0.6285569105691057, 0.665650406504065, 0.46697154471544716]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,random_forest,RU:MFGSP,esn,esn,esn,0.6565040650406504,0.6565040650406504,0.6565040650406504,0.0,0.0,1,"[0.5894033376046939, 0.4470561968207684, 0.4569309512900313, 0.44765588910418713, 0.6598670879993763, 0.5033036394290978, 0.4762618201270014, 0.05905670635374902, 0.6039106654147198, 0.6469610658068201, 0.4489597965337918]","[0.6051829268292683, 0.44410569105691056, 0.44359756097560976, 0.44410569105691056, 0.6565040650406504, 0.5294715447154471, 0.4928861788617886, 0.06300813008130081, 0.608739837398374, 0.6524390243902439, 0.44664634146341464]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:ABRD,esn,esn,esn,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.0,0.0,1,"[0.5661505145386385, 0.4143283405256913, 0.45325160494288314, 0.41851211434777935, 0.6323539771967974, 0.4968857993971145, 0.45237204336004627, 0.09774248050105093, 0.5868956939883919, 0.6205726477685796, 0.4222771549405743]","[0.5721544715447154, 0.4136178861788618, 0.4136178861788618, 0.4136178861788618, 0.6341463414634146, 0.5015243902439024, 0.4136178861788618, 0.08638211382113821, 0.5818089430894309, 0.6234756097560976, 0.4176829268292683]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:ASSB,esn,esn,esn,0.6702235772357723,0.6702235772357723,0.6702235772357723,0.0,0.0,1,"[0.5999525595097824, 0.43181793854253636, 0.4745042013261863, 0.4340894467233514, 0.6653464138487261, 0.5571620225996274, 0.46348662395162765, 0.05245406310583235, 0.6153035056190906, 0.6581444454230283, 0.4393696472271061]","[0.6061991869918699, 0.4603658536585366, 0.45985772357723576, 0.4603658536585366, 0.6702235772357723, 0.5411585365853658, 0.4603658536585366, 0.039634146341463415, 0.633130081300813, 0.6626016260162602, 0.4613821138211382]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:BANE,esn,esn,esn,0.6798780487804879,0.6798780487804879,0.6798780487804879,0.0,0.0,1,"[0.6168272171727736, 0.481642487928346, 0.4825846381594353, 0.48151144460982287, 0.679642037237724, 0.530482963099605, 0.4744282533896395, 0.03518638085845995, 0.633470396218101, 0.6733344146712412, 0.47754687515856964]","[0.6427845528455285, 0.5060975609756098, 0.47815040650406504, 0.5060975609756098, 0.6798780487804879, 0.48272357723577236, 0.4796747967479675, 0.014227642276422764, 0.6280487804878049, 0.6732723577235772, 0.505589430894309]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:BLNG,esn,esn,esn,0.6951219512195121,0.6951219512195121,0.6951219512195121,0.0,0.0,1,"[0.5809751593811557, 0.4266940255227135, 0.4638147142382785, 0.4410908475880449, 0.6499982134232537, 0.5033460697090697, 0.4683343192220704, 0.0715846438684672, 0.5933035940212953, 0.6424723828983965, 0.42798708727697116]","[0.6290650406504065, 0.47560975609756095, 0.5121951219512195, 0.47510162601626016, 0.6951219512195121, 0.5193089430894309, 0.5121951219512195, 0.012195121951219513, 0.6219512195121951, 0.665650406504065, 0.47052845528455284]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:BRZL,esn,esn,esn,0.676829268292683,0.676829268292683,0.676829268292683,0.0,0.0,1,"[0.5931496204341916, 0.43113983645801685, 0.4647965273815195, 0.4287496346637738, 0.6596640742937975, 0.5290502311265713, 0.4785870986851529, 0.05606874376643631, 0.6079490370024182, 0.6507264858260895, 0.4345702183530887]","[0.6112804878048781, 0.4603658536585366, 0.4603658536585366, 0.4603658536585366, 0.676829268292683, 0.5188008130081301, 0.5121951219512195, 0.027439024390243903, 0.6046747967479674, 0.6732723577235772, 0.4603658536585366]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:DIOD,esn,esn,esn,0.6732723577235772,0.6732723577235772,0.6732723577235772,0.0,0.0,1,"[0.5823648111320677, 0.4259742872505017, 0.4952477068308558, 0.42321025903498427, 0.6608670980166399, 0.5450734644746164, 0.48225945723942326, 0.0620583473497323, 0.6158764521884552, 0.6512900094698055, 0.4247939644028841]","[0.6092479674796748, 0.4502032520325203, 0.4507113821138211, 0.4502032520325203, 0.6732723577235772, 0.5127032520325203, 0.4502032520325203, 0.046747967479674794, 0.5929878048780488, 0.6570121951219512, 0.4507113821138211]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:EELT,esn,esn,esn,0.6072684642438453,0.6072684642438453,0.6072684642438453,0.0,0.0,1,"[0.6199979806939513, 0.4453527889258698, 0.49014725831655476, 0.4359643056711283, 0.6800288064046818, 0.5588234512456127, 0.4887753491645553, 0.03670307427272525, 0.6197161943698345, 0.6687353957403146, 0.44755011209879697]","[0.5357561547479485, 0.4349355216881594, 0.4220398593200469, 0.4220398593200469, 0.6072684642438453, 0.4454865181711606, 0.4220398593200469, 0.14302461899179367, 0.5486518171160609, 0.5984759671746777, 0.4349355216881594]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:FESH,esn,esn,esn,0.698170731707317,0.698170731707317,0.698170731707317,0.0,0.0,1,"[0.6275538225774829, 0.46077698391010763, 0.48520065603866835, 0.45418148537025665, 0.6841938016515574, 0.5389980555370317, 0.47370295599040135, 0.03690091515471445, 0.6295809133208599, 0.6834265373645146, 0.467031157057348]","[0.6509146341463414, 0.47052845528455284, 0.47002032520325204, 0.47052845528455284, 0.698170731707317, 0.4771341463414634, 0.47052845528455284, 0.00508130081300813, 0.6605691056910569, 0.6859756097560976, 0.4695121951219512]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:HYDR,esn,esn,esn,0.6895325203252033,0.6895325203252033,0.6895325203252033,0.0,0.0,1,"[0.6288848153270338, 0.4727487045776613, 0.4711189903753765, 0.48205779377029373, 0.6799532104716818, 0.5354787879357454, 0.4743001037328435, 0.025201177019754075, 0.642452559650916, 0.6776633941401204, 0.4706218388926133]","[0.6310975609756098, 0.46747967479674796, 0.5228658536585366, 0.46747967479674796, 0.6895325203252033, 0.529979674796748, 0.5223577235772358, 0.01016260162601626, 0.6458333333333334, 0.6869918699186992, 0.4679878048780488]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:IRAO,esn,esn,esn,0.6890243902439024,0.6890243902439024,0.6890243902439024,0.0,0.0,1,"[0.6096839360444283, 0.4564495231909128, 0.4693255080463343, 0.4498159296741223, 0.6732644855139334, 0.5070435578020805, 0.47892920148191087, 0.0417545277432453, 0.6207204541142356, 0.6626306444803409, 0.45355468701653473]","[0.6260162601626016, 0.4796747967479675, 0.5142276422764228, 0.4796747967479675, 0.6890243902439024, 0.5147357723577236, 0.4796747967479675, 0.006097560975609756, 0.6255081300813008, 0.6849593495934959, 0.4796747967479675]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:IRKT,esn,transient_chaotic_esn,esn,0.6702235772357723,0.6829268292682927,0.6702235772357723,0.012703252032520429,0.0,0,"[0.624520230620138, 0.45476141359880046, 0.49788358990149795, 0.4659972579582197, 0.6826941271584646, 0.5620577508611662, 0.49658157588847773, 0.03146455360298643, 0.6181336018826495, 0.6723880611400607, 0.4568529266859694]","[0.6153455284552846, 0.4166666666666667, 0.4171747967479675, 0.4166666666666667, 0.6702235772357723, 0.4247967479674797, 0.4166666666666667, 0.031504065040650404, 0.6214430894308943, 0.6829268292682927, 0.42073170731707316]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:KAZTP,esn,esn,esn,0.6727642276422764,0.6727642276422764,0.6727642276422764,0.0,0.0,1,"[0.5817853189359447, 0.43158334256998626, 0.46559021399519745, 0.4302361526271194, 0.6606595837297838, 0.5126980591578769, 0.47242951446807097, 0.06618167183610758, 0.6141400265040975, 0.6469720512688323, 0.4387172894119799]","[0.5909552845528455, 0.4888211382113821, 0.4888211382113821, 0.4888211382113821, 0.6727642276422764, 0.5691056910569106, 0.4888211382113821, 0.034552845528455285, 0.5914634146341463, 0.6524390243902439, 0.4898373983739837]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:KCHEP,esn,esn,esn,0.6514227642276422,0.6514227642276422,0.6514227642276422,0.0,0.0,1,"[0.5428882192190992, 0.41744916273129806, 0.45128760353085706, 0.43783912971181976, 0.6390672037086763, 0.45687161731581244, 0.4466086942627893, 0.09739730271481709, 0.5925217916868581, 0.6317259453832866, 0.422128830124587]","[0.5442073170731707, 0.4410569105691057, 0.4725609756097561, 0.4400406504065041, 0.6514227642276422, 0.45477642276422764, 0.4410569105691057, 0.08638211382113821, 0.6310975609756098, 0.6402439024390244, 0.44308943089430897]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:KRKNP,esn,esn,esn,0.6422764227642277,0.6422764227642277,0.6422764227642277,0.0,0.0,1,"[0.5967598130452503, 0.4487501615565001, 0.4658929289168173, 0.44586804948312453, 0.6650001236741928, 0.5422115286140984, 0.475457903567972, 0.06027917048211172, 0.5959237997900176, 0.6524554597194667, 0.4514612438575489]","[0.5960365853658537, 0.43902439024390244, 0.43902439024390244, 0.43902439024390244, 0.6422764227642277, 0.49847560975609756, 0.43902439024390244, 0.07926829268292683, 0.5721544715447154, 0.6407520325203252, 0.43953252032520324]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:KRKOP,esn,esn,esn,0.6722560975609756,0.6722560975609756,0.6722560975609756,0.0,0.0,1,"[0.5781210080446806, 0.4317080807904755, 0.46942541375791996, 0.4334671423671781, 0.6567484711447816, 0.5384473293031526, 0.4737744002316639, 0.06735092144643026, 0.6125048795119333, 0.6462384757225851, 0.43333685861327775]","[0.570630081300813, 0.45426829268292684, 0.5035569105691057, 0.45477642276422764, 0.6722560975609756, 0.4644308943089431, 0.45426829268292684, 0.042682926829268296, 0.6336382113821138, 0.6524390243902439, 0.4578252032520325]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:KROTP,esn,esn,esn,0.6620934959349594,0.6620934959349594,0.6620934959349594,0.0,0.0,1,"[0.5939832502292868, 0.4231056890585045, 0.4724164906007086, 0.42628452983441983, 0.6526030760969594, 0.5274246198409047, 0.45299297791835746, 0.06021180516426185, 0.5969019695079528, 0.646844170062963, 0.4273242210491156]","[0.5914634146341463, 0.4217479674796748, 0.42022357723577236, 0.4222560975609756, 0.6620934959349594, 0.4883130081300813, 0.4217479674796748, 0.0741869918699187, 0.6178861788617886, 0.6539634146341463, 0.43089430894308944]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:KRSB,esn,esn,esn,0.6778455284552846,0.6778455284552846,0.6778455284552846,0.0,0.0,1,"[0.6110767216231733, 0.4528938119895251, 0.48016317938489944, 0.44786730953608567, 0.6690825546365564, 0.5292836822564697, 0.4638180334929885, 0.0527773465822351, 0.6148262595787505, 0.6606884808631396, 0.45215613529669163]","[0.6128048780487805, 0.491869918699187, 0.491869918699187, 0.491869918699187, 0.6778455284552846, 0.4725609756097561, 0.4684959349593496, 0.039634146341463415, 0.6026422764227642, 0.6559959349593496, 0.49390243902439024]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:KZOSP,esn,esn,esn,0.6885162601626016,0.6885162601626016,0.6885162601626016,0.0,0.0,1,"[0.613118873958905, 0.43557525227869454, 0.49374017951467913, 0.432856393020795, 0.6658026887556728, 0.5445901525513628, 0.4631744308904256, 0.04965046694874274, 0.6196890783554574, 0.6542770273121993, 0.44222322976269723]","[0.6189024390243902, 0.4451219512195122, 0.4491869918699187, 0.4451219512195122, 0.6885162601626016, 0.45985772357723576, 0.4451219512195122, 0.016260162601626018, 0.6453252032520326, 0.6864837398373984, 0.4507113821138211]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:LVHK,esn,esn,esn,0.6727642276422764,0.6727642276422764,0.6727642276422764,0.0,0.0,1,"[0.592722902590294, 0.4333534755480984, 0.5011362220285609, 0.4313076707811396, 0.6673379719245179, 0.5297280546775068, 0.4930166056804884, 0.049548392398540676, 0.6158356913002663, 0.6535729583900339, 0.4370074486354499]","[0.6183943089430894, 0.4603658536585366, 0.4603658536585366, 0.4603658536585366, 0.6727642276422764, 0.5198170731707317, 0.5111788617886179, 0.028455284552845527, 0.6285569105691057, 0.665650406504065, 0.46697154471544716]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,2,10015,1,directional_accuracy,catboost,RU:MFGSP,esn,esn,esn,0.6565040650406504,0.6565040650406504,0.6565040650406504,0.0,0.0,1,"[0.5955099613687105, 0.4517008116804173, 0.4710577818923306, 0.4473370210618562, 0.6602770689500684, 0.5084385474773425, 0.47645295020665973, 0.055079229264192724, 0.5944431302636858, 0.65013431239172, 0.44915349766246127]","[0.6051829268292683, 0.44410569105691056, 0.44359756097560976, 0.44410569105691056, 0.6565040650406504, 0.5294715447154471, 0.4928861788617886, 0.06300813008130081, 0.608739837398374, 0.6524390243902439, 0.44664634146341464]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,3,19988,1,directional_accuracy,ridge,RU:AFKS,esn,esn,esn,0.7047764227642277,0.7047764227642277,0.7047764227642277,0.0,0.0,1,"[0.65054915691517, 0.48869829734648956, 0.5121873753427825, 0.4911993861067488, 0.6948582305456822, 0.5454096890509513, 0.4918504144434665, 0.010453177800304966, 0.6286526965691246, 0.6871446411862998, 0.48711324782368176]","[0.6504065040650406, 0.4898373983739837, 0.5060975609756098, 0.4898373983739837, 0.7047764227642277, 0.5584349593495935, 0.5060975609756098, 0.0040650406504065045, 0.6671747967479674, 0.7007113821138211, 0.49136178861788615]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,3,19988,1,directional_accuracy,ridge,RU:AVAN,esn,esn,esn,0.5604738154613467,0.5604738154613467,0.5604738154613467,0.0,0.0,1,"[0.5839304944226105, 0.4077869877211121, 0.4962852937492155, 0.4089991185046131, 0.6559990323020755, 0.5028776101774565, 0.4825629334296244, 0.07787889218465302, 0.6262100777059545, 0.6434455970547811, 0.4236608901181782]","[0.49625935162094764, 0.3802992518703242, 0.3809226932668329, 0.4825436408977556, 0.5604738154613467, 0.38216957605985036, 0.3802992518703242, 0.1371571072319202, 0.5143391521197007, 0.5517456359102244, 0.3809226932668329]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,3,19988,1,directional_accuracy,ridge,RU:BELU,esn,esn,esn,0.695630081300813,0.695630081300813,0.695630081300813,0.0,0.0,1,"[0.6317667371228942, 0.45995481857010295, 0.558609296979196, 0.45193382385097725, 0.6797198590123048, 0.5060651448041539, 0.47448632968379567, 0.04590379689605775, 0.6188305071397183, 0.6698571760026699, 0.46769908635287705]","[0.6377032520325203, 0.5010162601626016, 0.5132113821138211, 0.5010162601626016, 0.695630081300813, 0.5345528455284553, 0.5010162601626016, 0.013211382113821139, 0.6295731707317073, 0.6941056910569106, 0.5086382113821138]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
meta_modeling_v1_20260331T120829Z,3,19988,1,directional_accuracy,ridge,RU:CHMK,esn,esn,esn,0.6707317073170732,0.6707317073170732,0.6707317073170732,0.0,0.0,1,"[0.591780865585649, 0.4475368850731891, 0.48092851644050927, 0.45321957834595616, 0.6619676594706819, 0.5058880897590078, 0.4797810912721267, 0.0540859033192915, 0.5880237437861762, 0.6433109311698735, 0.45052222828413574]","[0.6463414634146342, 0.45528455284552843, 0.5137195121951219, 0.45528455284552843, 0.6707317073170732, 0.5177845528455285, 0.516260162601626, 0.028455284552845527, 0.641260162601626, 0.6636178861788617, 0.4583333333333333]","[""chaotic_esn"", ""chaotic_logistic_net"", ""chaotic_lstm_forecast"", ""chaotic_mlp"", ""esn"", ""lstm_forecast"", ""naive_mean"", ""naive_zero"", ""ridge_lag"", ""transient_chaotic_esn"", ""vanilla_mlp""]",11,25
