run_id,repeat_id,split_seed,method,model,horizon,target_metric,feature_set,candidate_set,series_id,predicted_top1_model,predicted_top2_model,confidence,class_probability_json
meta_modeling_experiments_v1_20260331T185531Z,1,42,classification,catboost_classifier,1,rmse,full_features,top_4,RU:MRKP,chaotic_esn,esn,0.996805320940105,"{""chaotic_esn"": 0.996805320940105, ""esn"": 0.0031946790598950644, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.0}"
meta_modeling_experiments_v1_20260331T185531Z,1,42,classification,catboost_classifier,1,rmse,full_features,top_4,RU:MRKU,chaotic_esn,esn,0.9957729833579861,"{""chaotic_esn"": 0.9957729833579861, ""esn"": 0.0042270166420138935, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.0}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:ABRD,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 4.833255009291158e-81}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:ASSB,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 1.1857346999838987e-83}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:BANE,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 2.208130365418005e-84}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:BLNG,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 1.2630131137865813e-72}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:BRZL,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 1.2836981290000285e-81}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:DIOD,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 1.0920047522961207e-82}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:EELT,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 7.47058925297117e-80}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:FESH,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 3.205381584922687e-85}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:HYDR,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 2.751672534083976e-84}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:IRAO,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 6.624090388187909e-69}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:IRKT,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 1.3970579997773822e-81}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:KAZTP,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 6.976418976318918e-77}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:KCHEP,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 3.389923335982877e-79}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:KRKNP,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 1.6487173449142282e-75}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:KRKOP,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 6.110537056348694e-82}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:KROTP,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 3.43519956105385e-82}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:KRSB,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 4.361084877305949e-74}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:KZOSP,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 5.7820988085982734e-83}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:LVHK,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 4.821707721879722e-78}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,logistic_regression,1,rmse,full_features,top_4,RU:MFGSP,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 1.9201773509193577e-75}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,random_forest_classifier,1,rmse,full_features,top_4,RU:ABRD,esn,transient_chaotic_esn,0.99,"{""chaotic_esn"": 0.0, ""esn"": 0.99, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.01}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,random_forest_classifier,1,rmse,full_features,top_4,RU:ASSB,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.0}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,random_forest_classifier,1,rmse,full_features,top_4,RU:BANE,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.0}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,random_forest_classifier,1,rmse,full_features,top_4,RU:BLNG,esn,transient_chaotic_esn,0.965,"{""chaotic_esn"": 0.0, ""esn"": 0.965, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.035}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,random_forest_classifier,1,rmse,full_features,top_4,RU:BRZL,esn,transient_chaotic_esn,0.995,"{""chaotic_esn"": 0.0, ""esn"": 0.995, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.005}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,random_forest_classifier,1,rmse,full_features,top_4,RU:DIOD,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.0}"
meta_modeling_experiments_v1_20260331T185531Z,2,10015,classification,random_forest_classifier,1,rmse,full_features,top_4,RU:EELT,esn,transient_chaotic_esn,1.0,"{""chaotic_esn"": 0.0, ""esn"": 1.0, ""ridge_lag"": 0.0, ""transient_chaotic_esn"": 0.0}"
