feature_name,importance,run_id,repeat_id,split_seed,method,model,horizon,target_metric,feature_set,candidate_set
acf_lag_100,0.7935427894694463,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
abs_acf_lag_2,1.326667940130273,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
abs_acf_lag_5,11.253626229491735,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
abs_acf_lag_10,7.680944896074648,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
abs_acf_lag_25,8.130645043400305,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
abs_acf_lag_50,1.5843260319060952,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
vr_q10,11.236221165304153,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
lb_ret_stat_50,7.40352057896968,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
lz_complexity,0.09664350879865441,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
permutation_entropy,0.8130636154878181,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
spectral_flatness,8.997973761447394,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
kurtosis,1.5503359547610616,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
robust_kurtosis,0.08822261622969779,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
tail_ratio_upper,3.6703692477532943,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
hill_tail_index,2.01503731448793,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
correlation_dimension,0.2403923834038928,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
embedding_dimension,1.0021813469933378,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
selected_delay_tau,0.08615544909987004,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
model__chaotic_esn,0.10212830548917158,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
model__esn,0.20690178581986557,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
model__ridge_lag,0.2157651150393401,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
model__transient_chaotic_esn,0.08995073978661453,meta_modeling_experiments_v1_20260331T185531Z,1,42,scoring,catboost,1,rmse,full_features,top_4
hurst_rs,0.010617043189995392,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
hurst_dfa,0.008585231539783954,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
acf_lag_2,0.0036645258504742003,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
acf_lag_5,0.054231593979807285,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
acf_lag_10,0.057359166778611005,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
acf_lag_25,0.0018871901293494437,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
acf_lag_50,0.08825092078447519,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
acf_lag_100,0.0019639229304378478,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
abs_acf_lag_2,0.002332914326316998,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
abs_acf_lag_5,0.05822122495977905,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
abs_acf_lag_10,0.0771432338775372,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
abs_acf_lag_25,0.09895930182835981,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
abs_acf_lag_50,0.008135264824660617,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
vr_q10,0.036998916439464215,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
lb_ret_stat_50,0.11700808536495963,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
lz_complexity,0.002592413340367924,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
permutation_entropy,0.0028377411166272144,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
spectral_flatness,0.05861690552753104,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
kurtosis,0.05251434265735296,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
robust_kurtosis,0.010787454189397845,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
tail_ratio_upper,0.16459830984233964,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
hill_tail_index,0.07842772422235177,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
correlation_dimension,0.002292333405432448,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
embedding_dimension,0.0003412742440039695,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
selected_delay_tau,0.0016329646505831965,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,random_forest,1,rmse,full_features,top_4
hurst_rs,2.417394307789927,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
hurst_dfa,0.4234039543008402,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
acf_lag_2,0.1499616075776137,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
acf_lag_5,18.069438152805944,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
acf_lag_10,7.81163102068025,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
acf_lag_25,1.8374724848304136,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
acf_lag_50,7.426053038761812,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
acf_lag_100,1.3988823730393478,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
abs_acf_lag_2,0.3879624748971596,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
abs_acf_lag_5,8.776123695670643,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
abs_acf_lag_10,4.983735409566166,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
abs_acf_lag_25,12.518286559977991,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
abs_acf_lag_50,0.7669770594691605,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
vr_q10,7.469786250681596,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
lb_ret_stat_50,3.310421488310625,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
lz_complexity,1.9386858796546182,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
permutation_entropy,0.08479172257830606,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
spectral_flatness,9.058997234072311,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
kurtosis,0.38447649556477853,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
robust_kurtosis,0.45033873087079446,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
tail_ratio_upper,0.3572405366929296,meta_modeling_experiments_v1_20260331T185531Z,2,10015,regression,catboost,1,rmse,full_features,top_4
