model,horizon,target_metric,candidate_set,feature_set,balancing_mode,decision_rule,confidence_threshold,n_repeats,achieved_metric_mean,achieved_metric_std,best_single_metric_mean,oracle_metric_mean,improvement_mean,gap_mean,routing_hit_oracle_rate_mean,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,weighted_f1_mean,top2_hit_rate_mean,fallback_rate_mean
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,balanced,confidence_fallback_0.50,0.5,5,0.671228029487414,0.0020083525556460874,0.6714956446635657,0.6719345819641422,-0.0002676151761517613,0.0007065524767282553,0.8800000000000001,0.8800000000000001,0.46302548824892414,0.4040964203011862,0.8305950774686673,0.97,0.0
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,balanced,confidence_fallback_0.60,0.6,5,0.671228029487414,0.0020083525556460874,0.6714956446635657,0.6719345819641422,-0.0002676151761517613,0.0007065524767282553,0.8800000000000001,0.8800000000000001,0.46302548824892414,0.4040964203011862,0.8305950774686673,0.97,0.026666666666666665
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,balanced,confidence_fallback_0.70,0.7,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.97,0.09666666666666666
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,balanced,confidence_fallback_0.80,0.8,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.97,0.24
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,balanced,top_1,,5,0.671228029487414,0.0020083525556460874,0.6714956446635657,0.6719345819641422,-0.0002676151761517613,0.0007065524767282553,0.8800000000000001,0.8800000000000001,0.46302548824892414,0.4040964203011862,0.8305950774686673,0.97,0.0
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,default,confidence_fallback_0.50,0.5,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.0
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,default,confidence_fallback_0.60,0.6,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.0
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,default,confidence_fallback_0.70,0.7,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.0
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,default,confidence_fallback_0.80,0.8,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.02
catboost_classifier,1,directional_accuracy,top_3,full_plus_basic_features,default,top_1,,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.0
catboost_classifier,1,directional_accuracy,top_3,selected_features,balanced,confidence_fallback_0.50,0.5,5,0.671038327590395,0.0016021797846633879,0.6714956446635657,0.6719345819641422,-0.0004573170731707314,0.0008962543737472253,0.8800000000000001,0.8800000000000001,0.4760766346334039,0.4265341717794593,0.8355814108644092,0.9733333333333333,0.006666666666666666
catboost_classifier,1,directional_accuracy,top_3,selected_features,balanced,confidence_fallback_0.60,0.6,5,0.6712449671567906,0.0019883391981487418,0.6714956446635657,0.6719345819641422,-0.0002506775067750677,0.0006896148073515618,0.8833333333333334,0.8833333333333334,0.4649122807017544,0.4050445871785566,0.8322701722853549,0.97,0.03
catboost_classifier,1,directional_accuracy,top_3,selected_features,balanced,confidence_fallback_0.70,0.7,5,0.6712449671567906,0.0019883391981487418,0.6714956446635657,0.6719345819641422,-0.0002506775067750677,0.0006896148073515618,0.8833333333333334,0.8833333333333334,0.4649122807017544,0.4050445871785566,0.8322701722853549,0.97,0.08666666666666667
catboost_classifier,1,directional_accuracy,top_3,selected_features,balanced,confidence_fallback_0.80,0.8,5,0.6712449671567906,0.0019883391981487418,0.6714956446635657,0.6719345819641422,-0.0002506775067750677,0.0006896148073515618,0.8833333333333334,0.8833333333333334,0.4649122807017544,0.4050445871785566,0.8322701722853549,0.97,0.24666666666666667
catboost_classifier,1,directional_accuracy,top_3,selected_features,balanced,top_1,,5,0.6710078397855169,0.001589380057394645,0.6714956446635657,0.6719345819641422,-0.0004878048780487802,0.0009267421786252741,0.8766666666666666,0.8766666666666666,0.4740358183068733,0.42551480378761425,0.8339164431443955,0.9733333333333333,0.0
catboost_classifier,1,directional_accuracy,top_3,selected_features,default,confidence_fallback_0.50,0.5,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.0
catboost_classifier,1,directional_accuracy,top_3,selected_features,default,confidence_fallback_0.60,0.6,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.003333333333333333
catboost_classifier,1,directional_accuracy,top_3,selected_features,default,confidence_fallback_0.70,0.7,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.009999999999999998
catboost_classifier,1,directional_accuracy,top_3,selected_features,default,confidence_fallback_0.80,0.8,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.03666666666666667
catboost_classifier,1,directional_accuracy,top_3,selected_features,default,top_1,,5,0.6714956446635657,0.001829054155579386,0.6714956446635657,0.6719345819641422,0.0,0.00043893730057649406,0.8866666666666667,0.8866666666666667,0.4666666666666666,0.4381126685225,0.8339501015514912,0.9733333333333333,0.0
catboost_classifier,1,directional_accuracy,top_4,full_features,balanced,confidence_fallback_0.50,0.5,5,0.6095275370024388,0.0023363811617629683,0.6714956446635657,0.6719345819641422,-0.06196810766112689,0.062407044961703385,0.006666666666666666,0.006666666666666666,0.0024691358024691358,0.0035714285714285713,0.012857142857142855,0.37333333333333335,0.0
catboost_classifier,1,directional_accuracy,top_4,full_features,balanced,confidence_fallback_0.60,0.6,5,0.6111509393596734,0.0025269172221140056,0.6714956446635657,0.6719345819641422,-0.06034470530389237,0.06078364260446887,0.03,0.03,0.015852324231763394,0.020355209420545174,0.05676829119660336,0.39333333333333337,0.03333333333333333
catboost_classifier,1,directional_accuracy,top_4,full_features,balanced,confidence_fallback_0.70,0.7,5,0.6144645204459183,0.0037376221016570716,0.6714956446635657,0.6719345819641422,-0.057031124217647444,0.05747006151822394,0.08,0.08,0.04341281475626772,0.05098144242967863,0.13987414767645445,0.43,0.1
catboost_classifier,1,directional_accuracy,top_4,full_features,balanced,confidence_fallback_0.80,0.8,5,0.6212873892567103,0.008663533821089637,0.6714956446635657,0.6719345819641422,-0.05020825540685536,0.05064719270743186,0.16999999999999998,0.16999999999999998,0.09328755151330456,0.09515332586089578,0.25931639067698614,0.5066666666666666,0.21666666666666665
catboost_classifier,1,directional_accuracy,top_4,full_features,balanced,top_1,,5,0.6095275370024388,0.0023363811617629683,0.6714956446635657,0.6719345819641422,-0.06196810766112689,0.062407044961703385,0.006666666666666666,0.006666666666666666,0.0024691358024691358,0.0035714285714285713,0.012857142857142855,0.37333333333333335,0.0
catboost_classifier,1,directional_accuracy,top_4,full_features,default,confidence_fallback_0.50,0.5,5,0.6090786887639565,0.0019727633114087146,0.6714956446635657,0.6719345819641422,-0.06241695589960927,0.06285589320018577,0.0,0.0,0.0,0.0,0.0,0.37,0.0
catboost_classifier,1,directional_accuracy,top_4,full_features,default,confidence_fallback_0.60,0.6,5,0.6092345153222221,0.001962070619675497,0.6714956446635657,0.6719345819641422,-0.06226112934134369,0.06270006664192018,0.003333333333333333,0.003333333333333333,0.0018867924528301887,0.0024691358024691358,0.006543209876543209,0.37333333333333335,0.003333333333333333
catboost_classifier,1,directional_accuracy,top_4,full_features,default,confidence_fallback_0.70,0.7,5,0.6095461684387532,0.002073059983468472,0.6714956446635657,0.6719345819641422,-0.061949476224812526,0.06238841352538902,0.006666666666666666,0.006666666666666666,0.0031213603540647564,0.004287317620650954,0.013088664421997753,0.37333333333333335,0.006666666666666666
catboost_classifier,1,directional_accuracy,top_4,full_features,default,confidence_fallback_0.80,0.8,5,0.610633566812737,0.00175551573619944,0.6714956446635657,0.6719345819641422,-0.06086207785082879,0.06130101515140529,0.019999999999999997,0.019999999999999997,0.010037922999572405,0.013298850574712645,0.038561247947454844,0.38,0.026666666666666665
catboost_classifier,1,directional_accuracy,top_4,full_features,default,top_1,,5,0.6090786887639565,0.0019727633114087146,0.6714956446635657,0.6719345819641422,-0.06241695589960927,0.06285589320018577,0.0,0.0,0.0,0.0,0.0,0.37,0.0
catboost_classifier,1,directional_accuracy,top_4,full_plus_basic_features,balanced,confidence_fallback_0.50,0.5,5,0.6092328215552844,0.0017553034396852929,0.6714956446635657,0.6719345819641422,-0.062262823108281365,0.06270176040885786,0.003333333333333333,0.003333333333333333,0.0017543859649122805,0.0022988505747126436,0.006551724137931034,0.37333333333333335,0.0
catboost_classifier,1,directional_accuracy,top_4,full_plus_basic_features,balanced,confidence_fallback_0.60,0.6,5,0.6107639868669376,0.002658248299806372,0.6714956446635657,0.6719345819641422,-0.060731657796628244,0.06117059509720475,0.026666666666666665,0.026666666666666665,0.014617756330528827,0.017127175844214384,0.0512604500525393,0.39333333333333337,0.026666666666666665
catboost_classifier,1,directional_accuracy,top_4,full_plus_basic_features,balanced,confidence_fallback_0.70,0.7,5,0.6142554134816377,0.004458846858105286,0.6714956446635657,0.6719345819641422,-0.057240231181928045,0.05767916848250454,0.07666666666666666,0.07666666666666666,0.04061879266400002,0.04825994456546765,0.134460076731665,0.43,0.09666666666666666
catboost_classifier,1,directional_accuracy,top_4,full_plus_basic_features,balanced,confidence_fallback_0.80,0.8,5,0.6232622691214884,0.010546209324622307,0.6714956446635657,0.6719345819641422,-0.04823337554207733,0.048672312842653824,0.19666666666666666,0.19666666666666666,0.10830252730758713,0.10729081316382524,0.2912990993232988,0.5366666666666667,0.24
catboost_classifier,1,directional_accuracy,top_4,full_plus_basic_features,balanced,top_1,,5,0.6092328215552844,0.0017553034396852929,0.6714956446635657,0.6719345819641422,-0.062262823108281365,0.06270176040885786,0.003333333333333333,0.003333333333333333,0.0017543859649122805,0.0022988505747126436,0.006551724137931034,0.37333333333333335,0.0
catboost_classifier,1,directional_accuracy,top_4,full_plus_basic_features,default,confidence_fallback_0.50,0.5,5,0.6090854638317071,0.001971019180583301,0.6714956446635657,0.6719345819641422,-0.0624101808318586,0.0628491181324351,0.0,0.0,0.0,0.0,0.0,0.37,0.0
