horizon,scenario,model_name,family,rmse,n_predictions,share_squared_error,winner_rank
1,winsorize_top_1pct_by_abs_y_true,ridge_lag,linear,0.025516833042434586,599844,,5.0
1,winsorize_top_1pct_by_abs_y_true,transient_chaotic_esn,chaos_inspired,0.026117462455691597,599844,,8.0
1,winsorize_top_1pct_by_abs_y_true,vanilla_mlp,neural_or_reservoir,0.027048369977135736,599844,,9.0
1,trim_top_5pct_by_abs_y_true,chaotic_esn,chaos_inspired,0.03020740064810726,569851,,11.0
1,trim_top_5pct_by_abs_y_true,chaotic_logistic_net,chaos_inspired,0.021178108552469436,569851,,10.0
1,trim_top_5pct_by_abs_y_true,chaotic_lstm_forecast,chaos_inspired,0.01677354346313354,569851,,3.0
1,trim_top_5pct_by_abs_y_true,chaotic_mlp,chaos_inspired,0.018309585938418894,569851,,7.0
1,trim_top_5pct_by_abs_y_true,esn,neural_or_reservoir,0.018244413529238314,569851,,6.0
1,trim_top_5pct_by_abs_y_true,lstm_forecast,neural_or_reservoir,0.016790694991475667,569851,,4.0
1,trim_top_5pct_by_abs_y_true,naive_mean,baseline,0.016663226281972518,569851,,2.0
1,trim_top_5pct_by_abs_y_true,naive_zero,baseline,0.01663838510575099,569851,,1.0
1,trim_top_5pct_by_abs_y_true,ridge_lag,linear,0.017781999457157468,569851,,5.0
1,trim_top_5pct_by_abs_y_true,transient_chaotic_esn,chaos_inspired,0.018392814866239792,569851,,8.0
1,trim_top_5pct_by_abs_y_true,vanilla_mlp,neural_or_reservoir,0.01974847978494777,569851,,9.0
1,winsorize_top_5pct_by_abs_y_true,chaotic_esn,chaos_inspired,0.032915272216113615,599844,,11.0
1,winsorize_top_5pct_by_abs_y_true,chaotic_logistic_net,chaos_inspired,0.023974099668305764,599844,,10.0
1,winsorize_top_5pct_by_abs_y_true,chaotic_lstm_forecast,chaos_inspired,0.020235912121689275,599844,,4.0
1,winsorize_top_5pct_by_abs_y_true,chaotic_mlp,chaos_inspired,0.021477599030762722,599844,,6.0
1,winsorize_top_5pct_by_abs_y_true,esn,neural_or_reservoir,0.02181526198382461,599844,,7.0
1,winsorize_top_5pct_by_abs_y_true,lstm_forecast,neural_or_reservoir,0.020233608608343,599844,,3.0
1,winsorize_top_5pct_by_abs_y_true,naive_mean,baseline,0.02009731857244004,599844,,2.0
1,winsorize_top_5pct_by_abs_y_true,naive_zero,baseline,0.02007803230402013,599844,,1.0
1,winsorize_top_5pct_by_abs_y_true,ridge_lag,linear,0.021145482305552923,599844,,5.0
1,winsorize_top_5pct_by_abs_y_true,transient_chaotic_esn,chaos_inspired,0.021954878399152514,599844,,8.0
1,winsorize_top_5pct_by_abs_y_true,vanilla_mlp,neural_or_reservoir,0.022943422260694683,599844,,9.0
1,trim_top_1pct_by_sq_err,chaotic_esn,chaos_inspired,0.0262987520503153,590220,,11.0
1,trim_top_1pct_by_sq_err,chaotic_logistic_net,chaos_inspired,0.025741851892909357,594200,,10.0
1,trim_top_1pct_by_sq_err,chaotic_lstm_forecast,chaos_inspired,0.022357812980192352,594347,,3.0
1,trim_top_1pct_by_sq_err,chaotic_mlp,chaos_inspired,0.023417322885081006,594269,,9.0
1,trim_top_1pct_by_sq_err,esn,neural_or_reservoir,0.022693591227427954,594024,,6.0
1,trim_top_1pct_by_sq_err,lstm_forecast,neural_or_reservoir,0.02239123214013793,594351,,4.0
1,trim_top_1pct_by_sq_err,naive_mean,baseline,0.02233401624446803,594368,,2.0
1,trim_top_1pct_by_sq_err,naive_zero,baseline,0.02232697069300751,594385,,1.0
1,trim_top_1pct_by_sq_err,ridge_lag,linear,0.022730098149828425,594140,,7.0
1,trim_top_1pct_by_sq_err,transient_chaotic_esn,chaos_inspired,0.022672673911710413,594011,,5.0
