scope,horizon,feature,pearson_corr_mean,spearman_corr_mean,mean_abs_change,median_abs_change,coefficient_of_variation_mean,psi_mean,n_series,stability_score
US,1,abs_acf_lag_25,0.6245550624493608,0.6764121843069212,0.031176963613248787,0.023204149987247735,1.1001876985894699,0.21180944818143074,209,0.6108123269683762
US,1,abs_acf_lag_50,0.6621563388030939,0.6386779886779886,0.034191078446966915,0.02735778225605237,7.1676261359049285,0.7593461710790037,209,0.242329373328792
US,1,vr_q10,0.8761500916537054,0.8666697337749968,0.07601043298908691,0.05217987644115385,0.07934699582370487,0.133445508543609,209,0.8560301085566311
US,1,lb_ret_stat_50,0.8332277151420707,0.7798929141034404,16.74343862206809,10.911422996402848,0.14839793559660255,0.2346729117412142,209,0.7607393717365496
US,1,lz_complexity,0.643201170748732,0.5699915263709313,0.025854114611595213,0.02155380715066535,0.01901065335093394,3.56177338763662,209,0.3909523243215536
US,1,permutation_entropy,0.6685950663781147,0.5077219761007845,0.0010799999410716192,0.0006712299041305991,0.000860735500642446,0.5300239121777347,209,0.4811777437168656
US,1,spectral_flatness,0.6179947687452885,0.5767613964982387,0.12079321248103442,0.13440529972861215,0.11400436220490805,5.487242932064795,209,0.29669903178475354
US,1,kurtosis,0.87116448635213,0.7662206214837793,4.327901720347114,1.2328038222992905,0.3149709769128859,0.39912896372006396,209,0.7305156244521319
US,1,robust_kurtosis,0.7627735399185598,0.6562827523353839,0.08271501967127888,0.05958502331317006,0.04330252172707345,0.15628451386390943,209,0.6463034005558348
US,1,tail_ratio_upper,0.8137657074821111,0.7688167096061833,0.5857787252062433,0.3866564121166487,0.08056615485852063,0.27049413415134854,209,0.7512636951556898
US,1,hill_tail_index,0.6820415407846409,0.6697613789719052,0.44044749042403913,0.3246534192711614,0.1047843078663883,0.3618272650040027,209,0.6464308003283857
US,1,correlation_dimension,0.23518363531995656,0.19893001735106997,0.8144690970614888,0.7064272840365167,0.1640624686477169,0.27492275194400123,209,0.17698075632148405
US,1,embedding_dimension,0.03259839730674218,0.03677635109506732,1.996810207336523,2.0,0.22422007970519897,0.16591126242550222,209,0.01726978398853226
US,1,selected_delay_tau,0.1950063750147436,0.28298599720847933,0.9441786283891547,1.0,0.21992131341750673,0.01989301102983774,209,0.2709952809861121
US,5,hurst_rs,0.7565583800834355,0.6825630509841036,0.027942909297504707,0.02278208403155957,0.04117447170118146,0.1962671344761787,209,0.6706909706752356
US,5,hurst_dfa,0.7588094244697489,0.7119726764463605,0.04155584211704992,0.03431523913543433,0.06819162442318215,0.25629013328481204,209,0.6957485885609609
US,5,acf_lag_2,0.8394341944576148,0.8133673344199659,0.0216659673760226,0.015916300415045274,80.50103178077586,0.19883894771640168,209,0.3034253870341458
US,5,acf_lag_5,0.8172740617438213,0.8141967681441367,0.025494515691373117,0.019981119744768405,1.6471680670833924,0.3540033877033837,209,0.7141381954047978
US,5,acf_lag_10,0.8576122038750934,0.8288772630877895,0.019935254078735847,0.014257969182824036,12.538479324267197,0.21880208776347324,209,0.31793715869961586
US,5,acf_lag_25,0.8467994441838584,0.8466756927283243,0.02197409596744078,0.016226387341523728,1.7535247310480115,0.4434116340492949,209,0.7368288744734589
US,5,acf_lag_50,0.7313445809448816,0.7334012478749322,0.018380651361693492,0.01295006793525423,1.793416533497807,0.14828482299767018,209,0.6363161800501583
US,5,acf_lag_100,0.6803605853664433,0.6804397357028936,0.017894079210845355,0.013860497540746142,3.4700675344966916,0.14955310059646826,209,0.4994587039482356
US,5,abs_acf_lag_2,0.7277433774596954,0.7292562700457438,0.038482352882260644,0.028424192879009214,0.2237641615746838,0.10814195106761067,209,0.712660964413629
US,5,abs_acf_lag_5,0.7240587720215458,0.7584660953082006,0.03219526578411709,0.023606458212533682,1.382410778906722,0.04290588204730242,209,0.6872002622604995
