run_id,model_name,best_candidate_id,mae_mean_over_horizons,rmse_mean_over_horizons,mase_mean_over_horizons,directional_accuracy_mean_over_horizons,fit_time_sec_mean_over_horizons,predict_time_sec_mean_over_horizons,runtime_sec_mean_over_horizons,compare_group_id,status
architecture_tuning_logistic_v1_20260329T164249Z,chaotic_logistic_net,logistic_g006,0.03180258425642691,0.040141441513961526,2.359021158360453,0.4942611883646461,0.44136343055611676,0.006114757408525931,16.10921476672714,logistic_alt64,success
